city,state,population,latitude,longitude,town_matches,state_matches,city_matches,country_matches
Logan,NM,970,35.356,-103.449,6,0,0,0
Palo Alto,PA,970,40.686,-76.17,1,0,1,0
Williamsport,OH,970,39.582,-83.121,3,0,0,0
Glandorf,OH,969,41.027,-84.079,0,0,1,0
Otisville,NY,969,41.471,-74.54,1,0,0,0
Drexel,MO,968,38.501,-94.604,1,0,0,0
Grantsville,MD,968,39.697,-79.153,2,0,0,0
Hagerman,ID,968,42.816,-114.898,1,0,0,0
Lansing,IA,968,43.361,-91.226,6,0,0,0
Yorkville,OH,968,40.154,-80.707,4,0,0,0
Ashton,IL,967,41.868,-89.222,4,0,2,0
Fyffe,AL,967,34.45,-85.905,1,0,0,0
Walker,MN,966,47.088,-94.582,4,0,0,0
Atkinson,IL,965,41.413,-90.005,3,0,0,0
Sheldon,IL,965,40.771,-87.566,5,0,1,0
Lawrence,MI,964,42.215,-86.057,7,0,0,0
Rapids City,IL,964,41.579,-90.339,1,0,0,0
Troy,KS,964,39.785,-95.093,17,0,0,0
Wayland,IA,964,41.148,-91.659,5,0,0,0
Worcester,VT,964,44.412,-72.574,1,0,2,0
Exeter,ME,963,44.964,-69.135,7,0,1,0
Fruitland,IA,963,41.347,-91.129,2,0,0,0
Tunnel Hill,GA,963,34.855,-85.037,1,0,0,0
Athens,WV,962,37.421,-81.013,13,0,1,0
Baxter,IA,962,41.825,-93.152,2,0,0,0
Halsey,OR,962,44.383,-123.109,1,0,0,0
Harrington,ME,962,44.608,-67.828,3,0,0,0
Jonestown,MS,962,34.322,-90.454,2,0,0,0
Walton,IN,962,40.662,-86.244,3,0,0,0
Bloomfield,KY,961,37.909,-85.309,12,0,0,0
Dighton,KS,960,38.481,-100.466,1,0,0,0
Goshen,MA,960,42.443,-72.799,10,0,0,0
Henderson,MN,960,44.527,-93.91,11,0,0,0
Liverpool,PA,960,40.573,-76.993,3,0,1,0
St Paul,IN,960,39.428,-85.629,10,0,1,0
Chauncey,OH,959,39.401,-82.127,1,0,0,0
Hagan,GA,959,32.153,-81.93,0,0,1,0
Stafford,KS,959,37.962,-98.599,4,0,1,0
New London,TX,958,32.269,-94.93,8,0,0,0
Le Roy,MN,957,43.513,-92.508,6,0,0,0
Millersburg,IN,957,41.526,-85.696,6,0,0,0
Scio,OR,956,44.705,-122.851,1,0,1,0
Walden,VT,956,44.481,-72.236,3,0,0,0
White Sulphur Springs,MT,955,46.545,-110.904,1,0,0,0
Lynn,IN,954,40.049,-84.942,5,0,0,0
South Fork,PA,954,40.362,-78.79,1,0,0,0
Underwood,IA,954,41.387,-95.68,2,0,0,0
Athens,ME,952,44.958,-69.67,13,0,1,0
Buhl,MN,952,47.498,-92.781,1,0,1,0
Cayuga,IN,952,39.947,-87.465,2,0,0,0
Grant,MI,952,43.335,-85.806,4,0,0,0
West Point,KY,952,37.995,-85.954,9,0,0,0
Gore,OK,951,35.543,-95.113,0,0,1,0
Harvard,NE,951,40.62,-98.096,2,0,0,0
Leland,IL,951,41.616,-88.798,3,0,0,0
Franklin,GA,950,33.279,-85.098,32,0,0,0
Nauvoo,IL,950,40.545,-91.383,1,0,0,0
Roslyn,WA,950,47.27,-121.141,2,0,0,0
Winona,MO,950,37.004,-91.327,4,0,0,0
Wolcott,IN,950,40.759,-87.042,3,0,0,0
Ashton,ID,949,44.073,-111.449,4,0,2,0
Morristown,MN,949,44.225,-93.445,7,0,0,0
Preston,IA,949,42.049,-90.397,7,0,1,0
Raymond,IL,949,39.32,-89.575,10,0,0,0
Spring City,UT,949,39.48,-111.492,2,0,0,0
Altoona,AL,948,34.039,-86.306,4,0,0,0
Blue Mountain,MS,948,34.674,-89.026,1,0,0,0
Carlton,MN,948,46.656,-92.419,5,0,1,0
Milltown,WI,948,45.521,-92.498,2,0,0,0
Linneus,ME,947,46.044,-67.975,1,0,0,0
Winfield,TN,947,36.567,-84.443,9,0,0,0
Woodlawn Park,KY,947,38.261,-85.631,1,0,0,0
Benton,WI,946,42.57,-90.383,13,0,0,0
Chico,TX,946,33.296,-97.799,1,0,0,0
Richland,MI,946,42.372,-85.458,10,0,0,0
Coahoma,TX,945,32.296,-101.309,1,0,0,0
Ellsworth,PA,945,40.105,-80.023,8,0,0,0
Benton,KS,943,37.788,-97.108,13,0,0,0
Lawton,IA,943,42.477,-96.185,3,0,0,0
Lexington,MI,943,43.267,-82.537,17,0,0,0
Loma Linda,MO,943,36.988,-94.59,1,0,0,0
Mentone,IN,943,41.174,-86.038,1,0,0,0
New London,MO,943,39.584,-91.399,8,0,0,0
Harmony,PA,942,40.801,-80.125,5,0,0,0
Jamestown,IN,942,39.928,-86.626,14,0,1,0
Butler,OH,941,40.59,-82.42,11,0,0,0
Franklin,NE,941,40.097,-98.951,32,0,0,0
Atwood,TN,940,35.973,-88.67,4,0,0,0
Beach City,OH,940,40.653,-81.58,1,0,0,0
Sudan,TX,940,34.066,-102.524,0,0,0,1
Buchanan,GA,938,33.806,-85.183,4,0,1,0
Martin,SD,938,43.175,-101.732,6,0,2,0
Riley,KS,938,39.299,-96.828,1,0,0,0
Ames,TX,937,30.045,-94.737,3,0,1,0
Peabody,KS,937,38.169,-97.104,1,0,0,0
Athens,MI,936,42.087,-85.236,13,0,1,0
London,AR,936,35.326,-93.244,2,0,2,0
Omaha,TX,936,33.183,-94.739,3,0,0,0
Brooksville,ME,935,44.366,-68.717,4,0,0,0
Hinton,IA,935,42.621,-96.297,2,0,1,0
Odin,IL,935,38.616,-89.054,2,0,0,0
Sharon,TN,935,36.234,-88.825,11,0,0,0
Waterloo,NE,935,41.286,-96.285,8,0,2,0
Liberty,ME,934,44.365,-69.342,16,0,0,0
Morrill,NE,934,41.964,-103.924,2,0,0,0
Oakland,OR,934,43.423,-123.297,15,0,0,0
Pleasantville,OH,934,39.809,-82.522,5,0,0,0
Rolling Hills,KY,934,38.283,-85.578,2,0,0,0
Bronte,TX,933,31.886,-100.295,0,0,1,0
Clarkson,KY,933,37.493,-86.226,1,0,0,0
Dalton,NH,933,44.385,-71.679,7,0,0,0
Dixon,KY,933,37.517,-87.696,8,0,0,0
Goldsboro,PA,932,40.154,-76.753,2,0,0,0
Lake Park,GA,932,30.685,-83.188,4,0,0,0
Lincoln,PA,932,40.292,-79.86,15,0,4,0
Medford,OK,932,36.804,-97.738,6,0,0,0
Mounds,OK,932,35.872,-96.057,1,0,0,0
Monroe,ME,931,44.605,-69.049,21,0,1,0
Naples,NY,931,42.618,-77.402,6,0,1,0
Springer,NM,931,36.366,-104.593,1,0,0,0
Brownville,NY,930,44.005,-75.983,2,0,0,0
Elsie,MI,930,43.089,-84.389,1,0,0,0
Astoria,IL,929,40.228,-90.357,2,0,0,0
Uniontown,KY,929,37.773,-87.932,4,0,0,0
Clarkston,MI,928,42.732,-83.423,3,0,0,0
Ipswich,SD,928,45.443,-99.03,1,0,2,0
Mansfield,IL,928,40.212,-88.509,12,0,1,0
Woodbury,VT,928,44.444,-72.407,8,0,0,0
Woodville,MS,928,31.103,-91.299,6,0,0,0
Danville,IA,927,40.86,-91.315,13,0,0,0
Worthing,SD,927,43.33,-96.768,0,0,1,0
Reynolds,GA,926,32.56,-84.094,4,0,0,0
Grand Rapids,OH,925,41.401,-83.866,3,0,0,0
Smithfield,ME,925,44.638,-69.803,9,0,0,0
Waynesburg,OH,925,40.668,-81.26,1,0,0,0
Galena,OH,924,40.227,-82.879,5,0,0,0
Midway,PA,924,40.369,-80.291,9,0,0,0
Plainfield,WI,924,44.218,-89.497,10,0,0,0
Pleasant Hill,IL,924,39.443,-90.873,6,0,0,0
Wendell,MA,924,42.553,-72.405,3,0,0,0
Westphalia,MI,924,42.931,-84.798,3,0,0,0
Princeton,IA,923,41.674,-90.357,13,0,0,0
Mayville,MI,922,43.336,-83.351,3,0,0,0
Montezuma,IN,921,39.791,-87.369,5,0,1,0
West Point,IA,921,40.715,-91.452,9,0,0,0
Bellefonte,KY,920,38.499,-82.69,3,0,0,0
Hopedale,OH,920,40.327,-80.896,2,0,0,0
Pickens,MS,920,32.891,-89.969,1,0,0,0
Bristol,FL,918,30.426,-84.977,11,0,1,0
Carthage,IN,918,39.737,-85.571,10,0,1,0
Centerville,SD,918,43.117,-96.959,12,0,0,0
Albany,OH,917,39.225,-82.198,15,0,1,0
Ennis,MT,917,45.346,-111.731,1,0,1,0
Lee,ME,916,45.373,-68.291,5,0,0,0
Pomfret,VT,916,43.697,-72.505,1,0,0,0
Winnebago,NE,916,42.236,-96.472,2,0,0,0
Arlington,SD,915,44.364,-97.134,15,0,0,0
Brooksville,MS,915,33.237,-88.578,4,0,0,0
De Soto,IA,915,41.536,-94.01,6,0,0,0
Lewisville,AR,915,33.36,-93.584,6,0,0,0
Hollywood,AL,914,34.717,-85.966,2,0,0,0
Argenta,IL,913,39.985,-88.82,0,0,1,0
Sutton,VT,913,44.655,-72.029,4,0,0,0
Middlesex,NC,912,35.789,-78.205,2,0,0,0
Dubois,WY,911,43.539,-109.643,4,0,0,0
Gifford,IL,911,40.308,-88.021,1,0,0,0
Leesburg,AL,911,34.179,-85.778,5,0,0,0
Ramsey,IL,911,39.144,-89.11,2,0,1,0
Geraldine,AL,910,34.359,-86.003,1,0,0,0
Newport,DE,910,39.714,-75.605,16,0,3,0
Bellemeade,KY,909,38.251,-85.591,1,0,0,0
Edgewood,IA,909,42.644,-91.402,8,0,0,0
Osceola,MO,909,38.047,-93.698,5,0,0,0
Clayton,IN,908,39.688,-86.523,19,0,0,0
Hancock,NY,908,41.953,-75.283,9,0,0,0
Woodbury,GA,908,32.985,-84.582,8,0,0,0
Windsor,NY,907,42.077,-75.641,16,0,3,0
Jasper,MO,906,37.336,-94.303,8,0,0,0
Newell,IA,906,42.61,-95.004,2,0,0,0
Westlake,FL,906,26.747,-80.31,3,0,0,0
Centerville,TX,905,31.258,-95.98,12,0,0,0
Mountain City,GA,904,34.922,-83.381,2,0,0,0
Beloit,OH,903,40.92,-80.998,2,0,0,0
Bridgewater,VT,903,43.626,-72.666,9,0,1,0
Highland,KS,903,39.86,-95.265,8,0,0,0
Millerton,NY,903,41.952,-73.51,2,0,0,0
Baldwin,MI,902,43.897,-85.852,8,0,0,0
Kiowa,KS,902,37.018,-98.485,2,0,0,0
Deerfield,MI,901,41.89,-83.779,7,0,0,0
New Berlin,NY,901,42.624,-75.335,4,0,0,0
Oil City,LA,901,32.746,-93.975,1,0,0,0
Powell,AL,901,34.533,-85.898,3,0,0,0
Woodstock,VT,900,43.623,-72.513,10,0,2,0
Cross Plains,TX,899,32.127,-99.166,2,0,0,0
Palmyra,IN,898,38.408,-86.108,8,0,0,0
Phillips,ME,898,44.841,-70.399,3,0,0,0
Upton,WY,898,44.103,-104.638,3,0,0,0
Bentleyville,OH,897,41.413,-81.413,1,0,0,0
Keota,IA,897,41.365,-91.955,1,0,0,0
Canaan,VT,896,44.979,-71.577,3,0,1,0
Fairview,MT,896,47.851,-104.051,16,0,0,0
Friendsville,TN,896,35.755,-84.134,2,0,0,0
Odessa,WA,896,47.333,-118.689,5,0,0,0
Mount Olive,MS,895,31.754,-89.656,3,0,0,0
Wilbur,WA,895,47.758,-118.715,1,0,0,0
Genoa,NE,894,41.446,-97.733,4,0,1,0
Pringle,PA,893,41.277,-75.901,1,0,0,0
Walhalla,ND,893,48.921,-97.917,1,0,0,0
Goshen,KY,892,38.403,-85.584,10,0,0,0
Marathon,NY,892,42.445,-76.036,2,0,0,0
Roseville,IL,892,40.731,-90.664,5,0,0,0
Andover,NY,890,42.157,-77.796,13,0,0,0
Hamburg,IA,890,40.606,-95.655,7,0,1,0
Onaway,MI,890,45.359,-84.227,1,0,0,0
Troy,ID,890,46.738,-116.772,17,0,0,0
McClure,PA,889,40.708,-77.311,2,0,0,0
Oak Creek,CO,889,40.274,-106.957,1,0,0,0
Boyce,LA,888,31.39,-92.67,1,0,0,0
Morgan,MN,888,44.416,-94.925,4,0,0,0
Crawford,TX,887,31.538,-97.443,5,0,0,0
Lowell,VT,887,44.786,-72.444,10,0,0,0
Cotter,AR,886,36.282,-92.521,1,0,0,0
Elmore,VT,886,44.491,-72.515,3,0,0,0
Ferguson,KY,886,37.072,-84.593,2,0,0,0
Detroit,ME,885,44.752,-69.306,5,0,0,0
Dolores,CO,885,37.474,-108.5,0,0,7,0
Donnellson,IA,885,40.644,-91.562,1,0,0,0
Monroe,IN,885,40.745,-84.941,21,0,1,0
Rowland,NC,885,34.536,-79.293,2,0,0,0
Valley Springs,SD,885,43.584,-96.466,1,0,0,0
Eden,WI,884,43.694,-88.366,6,0,0,0
New Castle,KY,884,38.434,-85.169,12,0,2,0
Pomona,KS,884,38.611,-95.454,2,0,0,0
Brandon,WI,882,43.735,-88.782,6,0,2,0
Elkhart,IA,882,41.792,-93.524,4,0,0,0
Grand Ridge,FL,882,30.711,-85.02,1,0,0,0
Mendon,MI,881,42.009,-85.454,6,0,0,0
Patten,ME,881,45.99,-68.495,2,0,0,0
St Jo,TX,881,33.695,-97.523,2,0,0,0
Farwell,MI,880,43.837,-84.867,3,0,0,0
Roseland,LA,880,30.764,-90.511,4,0,0,0
Arco,ID,879,43.632,-113.303,1,0,1,0
Lakeville,IN,879,41.529,-86.275,3,0,0,0
Lilly,PA,879,40.424,-78.62,2,0,0,0
Randolph,NE,879,42.378,-97.358,11,0,0,0
Sanford,CO,879,37.257,-105.901,6,0,0,0
Stonewall,MS,879,32.135,-88.798,3,0,0,0
Bloomingburg,OH,878,39.608,-83.395,1,0,0,0
Clay City,IN,878,39.277,-87.113,2,0,0,0
Blue River,CO,877,39.447,-106.038,1,0,0,0
De Kalb,MS,877,32.773,-88.656,3,0,0,0
Pound,VA,877,37.126,-82.607,1,0,0,0
Rupert,WV,877,37.965,-80.687,2,0,0,0
Armstrong,IA,875,43.394,-94.483,2,0,1,0
Belmont,WV,875,39.378,-81.263,9,0,0,0
Brownsville,KY,875,37.195,-86.265,6,0,0,0
Miles,TX,875,31.6,-100.184,1,0,0,0
Osceola,NE,875,41.178,-97.55,5,0,0,0
Silver Lake,IN,875,41.074,-85.893,3,0,0,0
Victor,IA,875,41.731,-92.295,3,0,0,0
Afton,IA,874,41.028,-94.195,4,0,0,0
Highland,WI,874,43.047,-90.38,8,0,0,0
Rocksprings,TX,874,30.017,-100.213,2,0,0,0
Attica,OH,873,41.063,-82.887,3,0,0,0
New Washington,OH,873,40.961,-82.855,1,0,1,0
Bowman,GA,872,34.205,-83.031,2,0,0,0
Hill City,SD,872,43.933,-103.568,2,0,0,0
Jonesville,VA,872,36.688,-83.114,5,0,0,0
La Center,KY,872,37.075,-88.975,1,0,0,0
Mendon,IL,872,40.089,-91.286,6,0,0,0
Henning,TN,871,35.682,-89.577,2,0,0,0
Rutledge,GA,871,33.626,-83.61,5,0,0,0
Hart,TX,869,34.386,-102.115,1,0,0,0
Vanceboro,NC,869,35.303,-77.157,1,0,0,0
Viola,IL,869,41.205,-90.586,5,0,0,0
Burnsville,MS,868,34.832,-88.319,3,0,0,0
Inverness,MS,868,33.354,-90.591,2,0,2,0
Plantersville,MS,868,34.208,-88.665,1,0,0,0
Dibble,OK,867,35.024,-97.63,1,0,0,0
Maud,OK,867,35.133,-96.778,1,0,0,0
Benton,MO,866,37.1,-89.564,13,0,0,0
Bingham,ME,866,45.032,-69.811,1,0,0,0
Mason,WV,866,39.017,-82.033,7,0,0,0
Silver Lake,MN,866,44.904,-94.198,3,0,0,0
St Paul,VA,866,36.907,-82.316,10,0,1,0
Marblehead,OH,865,41.535,-82.724,1,0,0,0
Pembroke,KY,865,36.776,-87.358,6,0,2,0
Albany,IL,864,41.786,-90.217,15,0,1,0
Augusta,MI,864,42.338,-85.352,9,0,2,0
Leeds,UT,864,37.243,-113.355,3,0,1,0
Monroe,NH,864,44.284,-72.015,21,0,1,0
Tipton,OK,864,34.502,-99.138,4,0,0,0
Hancock,MN,863,45.497,-95.795,9,0,0,0
Hanover,IL,863,42.255,-90.271,10,0,2,0
Hills,IA,863,41.556,-91.535,1,0,0,0
Quinton,OK,863,35.125,-95.367,1,0,0,0
Sutton,WV,863,38.668,-80.713,4,0,0,0
Lamar,SC,862,34.169,-80.065,5,0,0,0
Temple,OK,862,34.272,-98.235,4,0,0,0
Cameron,WV,861,39.83,-80.57,6,0,0,0
Stamford,VT,861,42.788,-73.079,4,0,0,0
Edmundson,MO,860,38.735,-90.366,1,0,0,0
Hubbard,IA,860,42.306,-93.301,4,0,0,0
Trinidad,TX,860,32.16,-96.11,2,0,4,0
Utica,IN,860,38.339,-85.656,10,0,0,0
Maxwell,IA,859,41.891,-93.396,2,0,0,0
Wilson,KS,859,38.825,-98.475,9,0,0,0
Glendale,OR,858,42.738,-123.429,8,0,0,0
Wakefield,KS,858,39.216,-97.018,5,0,1,0
Belwood,NC,857,35.484,-81.527,1,0,0,0
Hooper,NE,857,41.611,-96.549,2,0,0,0
Humphrey,NE,857,41.689,-97.485,1,0,0,0
Belmont,NY,856,42.22,-78.031,9,0,0,0
Texhoma,OK,856,36.505,-101.787,1,0,0,0
Apple Valley,UT,855,37.082,-113.105,2,0,0,0
Henning,MN,854,46.323,-95.442,2,0,0,0
Moulton,TX,854,29.572,-97.147,2,0,0,0
Roseland,IN,854,41.718,-86.251,4,0,0,0
Acworth,NH,853,43.216,-72.286,2,0,0,0
Truesdale,MO,853,38.813,-91.123,1,0,0,0
Wells,TX,853,31.492,-94.947,4,0,1,0
Jonesville,SC,852,34.834,-81.682,5,0,0,0
Perry,KS,852,39.073,-95.387,13,0,0,0
Baltic,OH,851,40.444,-81.702,1,0,0,0
Ridgway,IL,851,37.798,-88.261,8,0,0,0
Warrenton,NC,851,36.399,-78.157,4,0,0,0
Glenwood,GA,850,32.18,-82.671,8,0,0,0
Madisonville,LA,850,30.399,-90.166,3,0,0,0
Tuscola,TX,850,32.211,-99.799,1,0,0,0
Dorchester,WI,849,45.001,-90.331,4,0,1,0
Marion,SD,849,43.424,-97.261,18,0,0,0
Fincastle,KY,848,38.308,-85.541,1,0,0,0
Howard,SD,848,44.012,-97.525,3,0,0,0
Rocky Ridge,UT,848,39.917,-111.828,1,0,0,0
Chester,MT,847,48.511,-110.967,17,0,2,0
Clay City,IL,847,38.686,-88.348,2,0,0,0
Green River,UT,847,38.982,-110.093,1,0,0,0
Cleveland,NC,846,35.732,-80.683,15,0,0,0
Pleasantville,PA,846,41.593,-79.581,5,0,0,0
Waldo,FL,846,29.792,-82.167,6,0,0,0
Wentworth,NH,845,43.859,-71.932,3,0,0,0
Arlington,WI,844,43.335,-89.373,15,0,0,0
Ringwood,IL,844,42.398,-88.303,2,0,0,0
Shoreham,MI,844,42.06,-86.511,2,0,0,0
Rockwood,PA,843,39.916,-79.157,3,0,1,0
White Lake,NC,843,34.651,-78.493,3,0,0,0
Gosport,IN,842,39.351,-86.666,0,0,1,0
Essex,IL,841,41.183,-88.192,5,0,1,0
Philipsburg,MT,841,46.332,-113.296,5,0,2,0
Prairie City,OR,841,44.461,-118.709,2,0,0,0
Wayne,OH,841,41.301,-83.472,7,0,0,0
Clifton,ME,840,44.804,-68.508,9,0,0,0
Crawford,NE,840,42.685,-103.416,5,0,0,0
Emerson,NE,840,42.278,-96.726,4,0,0,0
Stoddard,WI,840,43.662,-91.213,1,0,0,0
Utica,NE,840,40.895,-97.345,10,0,0,0
Biron,WI,839,44.428,-89.766,8,0,0,0
Indian Lake,TX,839,26.088,-97.503,1,0,0,0
Long Grove,IA,838,41.693,-90.583,1,0,0,0
Holly,CO,837,38.056,-102.125,2,0,0,0
Oregon,MO,837,39.986,-95.143,3,1,0,0
Stonington,IL,837,39.639,-89.192,2,0,0,0
Campbellsburg,KY,836,38.514,-85.232,1,0,0,0
Mankato,KS,836,39.787,-98.208,1,0,0,0
North Bend,OH,835,39.149,-84.735,3,0,0,0
Galva,KS,834,38.384,-97.538,2,0,0,0
North Hills,WV,834,39.318,-81.511,1,0,0,0
Skyline,AL,834,34.799,-86.122,1,0,0,0
Diamond,MO,831,36.997,-94.315,1,0,0,0
Magnolia,NC,831,34.896,-78.053,9,0,0,0
Oakland,OK,831,34.097,-96.798,15,0,0,0
Smithfield,PA,831,39.802,-79.809,9,0,0,0
St Joseph,LA,831,31.92,-91.24,6,0,0,0
Windsor,MA,831,42.514,-73.041,16,0,3,0
Flushing,OH,830,40.148,-81.064,2,0,0,0
Garibaldi,OR,830,45.561,-123.911,0,0,1,0
Hopedale,IL,830,40.422,-89.421,2,0,0,0
Lynnville,IN,830,38.197,-87.315,3,0,0,0
Paw Paw,IL,830,41.688,-88.981,2,0,0,0
Schleswig,IA,830,42.161,-95.435,0,0,1,0
Superior,MT,830,47.194,-114.895,8,0,0,0
Alton,ME,829,45.041,-68.775,8,0,0,0
Garrett,TX,829,32.374,-96.653,3,0,0,0
Lake City,MI,829,44.33,-85.208,10,0,0,0
Lone Rock,WI,829,43.186,-90.201,2,0,0,0
Marengo,IN,829,38.371,-86.344,3,0,0,0
Rockaway Beach,MO,829,36.703,-93.158,1,0,0,0
White Plains,KY,829,37.169,-87.379,2,0,0,0
Interlaken,NJ,828,40.234,-74.016,2,0,1,0
Round Lake,NY,828,42.938,-73.796,2,0,0,0
Cambridge,IA,827,41.899,-93.532,14,0,3,0
Galatia,IL,827,37.842,-88.616,1,0,0,0
Plantation,KY,826,38.283,-85.594,1,0,0,0
Flemington,GA,825,31.85,-81.563,4,0,0,0
Harmony,ME,825,44.975,-69.544,5,0,0,0
La Grange,MO,825,40.047,-91.502,12,0,0,0
Warren,NH,825,43.943,-71.879,13,0,0,0
Berryville,TX,824,32.089,-95.47,2,0,0,0
Eton,GA,824,34.827,-84.767,4,0,0,0
Lyons,NE,824,41.936,-96.472,9,0,0,0
Arlington Heights,OH,823,39.215,-84.456,1,0,0,0
Benton,PA,823,41.196,-76.384,13,0,0,0
Bremen,ME,823,44.019,-69.433,4,0,1,0
Winthrop,IA,823,42.47,-91.738,5,0,0,0
Cairo,NE,822,41.005,-98.602,5,0,1,0
Cottonwood,ID,822,46.051,-116.35,5,0,0,0
Dayton,WY,822,44.873,-107.263,14,0,0,0
New Salem,PA,822,39.904,-76.791,3,0,0,0
Rockford,TN,822,35.84,-83.935,7,0,0,0
Chester Hill,PA,821,40.89,-78.229,1,0,0,0
Crawford,GA,821,33.883,-83.155,5,0,0,0
Merrill,OR,821,42.026,-121.601,4,0,0,0
Sheffield,IL,821,41.357,-89.737,5,0,1,0
Carroll,NH,820,44.302,-71.483,3,0,0,0
Elmwood,WI,820,44.78,-92.149,3,0,0,0
Surry,NH,820,43.023,-72.327,3,0,1,0
Coldspring,TX,819,30.59,-95.131,3,0,0,0
Faith,NC,819,35.59,-80.458,1,0,0,0
Harrisville,PA,819,41.136,-80.011,5,0,0,0
Montgomery,MA,819,42.209,-72.817,13,0,0,0
Otisville,MI,819,43.165,-83.525,1,0,0,0
Shirley,IN,819,39.891,-85.58,3,0,0,0
Maysville,NC,818,34.904,-77.231,5,0,0,0
Allenhurst,GA,816,31.787,-81.603,1,0,0,0
Gurley,AL,816,34.702,-86.374,1,0,0,0
Roy,WA,816,46.99,-122.541,2,0,1,0
Rushville,NE,816,42.713,-102.467,5,0,0,0
Stephenson,MI,816,45.414,-87.609,2,0,0,0
Dawson,TX,815,31.895,-96.715,7,0,0,0
Sherman,ME,815,45.898,-68.372,6,0,0,0
Bunker Hill,IN,814,40.659,-86.102,2,0,0,0
Peru,MA,814,42.431,-73.038,6,0,0,1
Viborg,SD,814,43.171,-97.08,0,0,1,0
Candor,NC,813,35.295,-79.737,1,0,0,0
Eagleville,TN,813,35.74,-86.655,1,0,0,0
Eureka,SD,813,45.771,-99.621,8,0,0,0
Pittsville,WI,813,44.442,-90.136,1,0,0,0
Sanford,MI,813,43.678,-84.386,6,0,0,0
Stewartstown,NH,813,44.95,-71.342,1,0,0,0
Greenleaf,ID,812,43.673,-116.821,1,0,0,0
New Milford,PA,812,41.876,-75.727,3,0,0,0
Greensboro,VT,811,44.604,-72.289,7,0,0,0
Knox,ME,811,44.52,-69.205,3,0,0,0
Newington,NH,811,43.097,-70.839,2,0,0,0
Avoca,NY,809,42.415,-77.425,6,0,0,0
Davenport,OK,809,35.709,-96.764,5,0,0,0
Doniphan,NE,809,40.774,-98.371,1,0,0,0
George,WA,809,47.073,-119.855,1,0,1,0
Oshkosh,NE,809,41.408,-102.345,1,0,0,0
Stockton,MN,809,44.027,-91.769,7,0,0,0
Church Hill,MD,808,39.145,-75.981,1,0,0,0
Pleasant Plains,IL,808,39.875,-89.919,1,0,0,0
Roosevelt,NJ,808,40.221,-74.47,3,0,0,0
Keysville,VA,807,37.039,-78.48,1,0,0,0
Minersville,UT,807,38.214,-112.925,1,0,0,0
Port Royal,PA,807,40.534,-77.389,2,0,0,0
Fountain City,WI,806,44.118,-91.69,1,0,0,0
Magdalena,NM,806,34.109,-107.232,0,0,3,0
Mount Hope,KS,806,37.873,-97.654,2,0,0,0
Star,NC,806,35.399,-79.783,2,0,0,0
White Hall,AL,806,32.3,-86.715,9,0,0,0
Allen,OK,805,34.877,-96.413,5,0,2,0
Blue Hill,NE,805,40.333,-98.448,1,0,0,0
Fertile,MN,804,47.532,-96.283,1,0,0,0
New Holland,OH,804,39.555,-83.259,2,0,0,0
Hazelton,ID,803,42.595,-114.137,5,0,0,0
Hebron,TX,803,33.047,-96.887,9,0,0,0
Isle,MN,803,46.143,-93.459,0,0,1,0
Alma,KS,802,39.016,-96.288,9,0,1,0
Grover,NC,802,35.171,-81.452,1,0,0,0
Ossian,IA,802,43.147,-91.765,1,0,0,0
Perry,ME,802,44.994,-67.116,13,0,0,0
Pineville,MO,802,36.574,-94.391,5,0,0,0
Sherwood,OH,802,41.293,-84.549,5,0,0,0
Brunswick,MO,801,39.427,-93.127,7,0,0,0
Hardin,IL,801,39.159,-90.623,4,0,0,0
Montreal,WI,801,46.432,-90.239,0,0,1,0
New Berlin,PA,801,40.882,-76.981,4,0,0,0
Shannon,IL,801,42.152,-89.74,1,0,2,0
Spaulding,IL,801,39.866,-89.546,2,0,0,0
Boswell,IN,800,40.516,-87.374,2,0,0,0
Downs,KS,800,39.503,-98.547,1,0,0,0
Humboldt,NE,800,40.166,-95.944,6,0,1,0
Pittsburg,NH,800,45.158,-71.294,6,0,0,0
Kimball,MN,799,45.314,-94.301,4,0,0,0
King City,MO,799,40.051,-94.525,2,0,0,0
New Haven,KY,798,37.659,-85.589,7,0,0,0
Coffeeville,MS,797,33.976,-89.684,2,0,0,0
Santee,SC,797,33.487,-80.489,2,0,0,0
St Stephen,MN,797,45.701,-94.274,1,0,0,0
Troy,MT,797,48.46,-115.891,17,0,0,0
Elkton,MI,796,43.818,-83.181,7,0,0,0
Gaston,IN,796,40.314,-85.501,3,0,0,0
Goshen,NH,796,43.289,-72.117,10,0,0,0
Halifax,PA,796,40.463,-76.932,4,0,2,0
Hewitt,WI,796,44.643,-90.105,2,0,0,0
Somerville,AL,796,34.467,-86.796,10,0,1,0
Dauphin,PA,795,40.368,-76.93,0,0,1,0
Waldo,ME,795,44.479,-69.079,6,0,0,0
Afton,NY,794,42.229,-75.525,4,0,0,0
Enfield,IL,794,38.102,-88.338,4,0,0,0
Greenville,GA,794,33.031,-84.716,16,0,1,0
Harwood,ND,794,46.972,-96.876,2,0,0,0
Hebron,ND,794,46.902,-102.045,9,0,0,0
New Milford,IL,794,42.18,-89.059,3,0,0,0
St George,VT,794,44.381,-73.122,5,0,0,0
Jewett,TX,793,31.363,-96.146,2,0,0,0
Sycamore,OH,793,40.952,-83.171,4,0,0,0
Cimarron,NM,792,36.509,-104.911,1,0,0,0
Montgomery,IN,792,38.665,-87.047,13,0,0,0
Adair,IA,791,41.5,-94.643,1,0,0,0
