city,state,population,latitude,longitude,town_matches,state_matches,city_matches,country_matches
Hubbard,OH,7636,41.159,-80.568,4,0,0,0
Clinton,SC,7633,34.479,-81.862,24,0,0,0
White Oak,PA,7630,40.339,-79.796,1,0,0,0
New Albany,MS,7626,34.492,-89.022,4,0,0,0
Wagoner,OK,7621,35.964,-95.38,2,0,0,0
Inverness,IL,7616,42.115,-88.101,2,0,2,0
Lucas,TX,7612,33.101,-96.58,3,0,0,0
Easton,CT,7605,41.259,-73.304,10,0,0,0
Fairfax,CA,7605,37.988,-122.595,9,0,0,0
Knoxville,IA,7595,41.319,-93.102,4,0,0,0
Farmington,ME,7592,44.675,-70.139,14,0,0,0
Pittston,PA,7591,41.328,-75.786,1,0,0,0
Farmington,AR,7584,36.037,-94.252,14,0,0,0
Independence,OH,7584,41.38,-81.633,12,0,0,0
Geneseo,NY,7574,42.799,-77.81,2,0,0,0
Middlebury,CT,7574,41.528,-73.124,2,0,0,0
London,KY,7572,37.121,-84.081,2,0,2,0
Orange,MA,7569,42.582,-72.311,8,0,2,0
Marengo,IL,7568,42.247,-88.606,3,0,0,0
Ashland,VA,7565,37.76,-77.471,16,0,0,0
Hamilton,MA,7561,42.622,-70.845,17,0,5,0
Mount Sterling,KY,7558,38.065,-83.949,3,0,0,0
Santa Clara,UT,7553,37.131,-113.657,3,0,1,0
Inverness,FL,7543,28.84,-82.344,2,0,2,0
Quincy,WA,7543,47.234,-119.851,5,0,0,0
Creston,IA,7536,41.06,-94.365,4,0,1,0
Batesville,MS,7523,34.321,-89.925,3,0,0,0
Sebastopol,CA,7521,38.4,-122.828,1,0,0,0
Hastings,MI,7514,42.65,-85.288,6,0,1,0
Pleasantville,NY,7513,41.134,-73.784,5,0,0,0
Williamstown,MA,7513,42.686,-73.23,4,0,0,0
Eagle,CO,7511,39.634,-106.817,5,0,0,0
DuBois,PA,7510,41.122,-78.756,4,0,0,0
New Cumberland,PA,7507,40.229,-76.878,1,0,0,0
Auburn,GA,7495,34.016,-83.831,16,0,0,0
Berlin,NJ,7489,39.792,-74.937,13,0,1,0
Crookston,MN,7482,47.775,-96.606,1,0,0,0
Dunbar,WV,7480,38.37,-81.736,2,0,1,0
Oak Ridge,NC,7474,36.174,-79.992,6,0,0,0
Farmville,VA,7473,37.297,-78.399,1,0,0,0
Cleveland,TX,7471,30.339,-95.1,15,0,0,0
North Bend,WA,7461,47.49,-121.774,3,0,0,0
Clayton,MI,7460,43.001,-83.879,19,0,0,0
Marshfield,MO,7458,37.341,-92.911,5,0,1,0
Vandalia,IL,7458,38.975,-89.111,3,0,0,0
Brighton,MI,7446,42.53,-83.785,7,0,2,0
Hartsville,SC,7446,34.363,-80.082,2,0,0,0
McCook,NE,7446,40.199,-100.626,1,0,0,0
Thomaston,CT,7442,41.674,-73.084,4,0,0,0
Page,AZ,7440,36.903,-111.461,2,0,0,0
Palmyra,NJ,7438,40.003,-75.035,8,0,0,0
Old Town,ME,7431,44.934,-68.645,1,0,0,0
Shirley,MA,7431,42.571,-71.644,3,0,0,0
Bloomfield,NM,7421,36.727,-107.982,12,0,0,0
Gridley,CA,7421,39.362,-121.697,2,0,0,0
Arcadia,FL,7420,27.22,-81.86,10,0,0,0
Woodlake,CA,7419,36.413,-119.1,2,0,0,0
Union,KY,7416,38.947,-84.673,15,0,0,0
Pacific,MO,7414,38.482,-90.755,1,0,0,0
Tuttle,OK,7413,35.307,-97.756,1,0,0,0
Piedmont,OK,7402,35.675,-97.754,5,0,0,0
Belle Plaine,MN,7395,44.618,-93.763,2,0,0,0
Commerce,GA,7387,34.214,-83.476,5,0,0,0
Forest City,NC,7377,35.333,-81.871,5,0,0,0
Greenville,AL,7374,31.843,-86.637,16,0,1,0
Pocahontas,AR,7371,36.264,-90.97,4,0,0,0
Umatilla,OR,7363,45.917,-119.333,1,0,0,0
Belen,NM,7360,34.659,-106.763,0,0,3,0
Washington,IA,7352,41.299,-91.692,25,1,1,0
New London,WI,7348,44.396,-88.739,8,0,0,0
Northport,NY,7347,40.904,-73.345,5,0,0,0
Scottsburg,IN,7345,38.687,-85.784,1,0,0,0
Newberry,FL,7342,29.632,-82.59,7,0,1,0
Pelham,NY,7326,40.911,-73.808,4,0,1,0
Flatwoods,KY,7325,38.523,-82.723,1,0,0,0
La Junta,CO,7322,37.979,-103.547,0,0,1,0
Kimberly,WI,7320,44.267,-88.339,2,0,2,0
Lexington,VA,7320,37.782,-79.444,17,0,0,0
Cumming,GA,7318,34.208,-84.134,1,0,0,0
Belmont,NH,7314,43.465,-71.478,9,0,0,0
Cottage Grove,WI,7303,43.088,-89.2,3,0,0,0
Hitchcock,TX,7301,29.283,-95.008,2,0,0,0
Washington,NJ,7299,40.759,-74.983,25,1,1,0
Logan,OH,7296,39.538,-82.406,6,0,0,0
Emerson,NJ,7290,40.975,-74.023,4,0,0,0
Salem,IL,7282,38.628,-88.958,17,0,1,0
Scotia,NY,7272,42.832,-73.96,2,0,0,0
Dayton,MN,7262,45.189,-93.472,14,0,0,0
Wharton,NJ,7241,40.897,-74.574,2,0,0,0
Rayne,LA,7236,30.241,-92.267,0,0,1,0
Pacific,WA,7235,47.262,-122.252,1,0,0,0
Laurel,MT,7222,45.674,-108.77,6,0,1,0
Sandwich,IL,7221,41.65,-88.619,2,0,0,0
Aurora,MO,7219,36.968,-93.72,15,0,5,0
Savannah,TN,7213,35.221,-88.236,5,0,0,0
Waveland,MS,7210,30.294,-89.392,1,0,0,0
Pembroke,NH,7207,43.176,-71.452,6,0,2,0
Batesville,IN,7202,39.298,-85.213,3,0,0,0
Atherton,CA,7188,37.455,-122.203,0,0,1,0
Bremen,GA,7185,33.711,-85.152,4,0,1,0
Jackson,WI,7185,43.33,-88.169,18,0,0,0
Hiawatha,IA,7183,42.051,-91.689,1,0,0,0
Winfield,IN,7181,41.412,-87.262,9,0,0,0
Stow,MA,7174,42.432,-71.514,3,0,0,0
Monticello,NY,7173,41.652,-74.688,13,0,0,0
Gonzales,TX,7165,29.513,-97.447,2,0,0,0
Russellville,KY,7164,36.84,-86.896,6,0,0,0
Clarkston,WA,7161,46.415,-117.05,3,0,0,0
Canton,NY,7155,44.6,-75.171,16,0,0,0
Durham,CT,7152,41.463,-72.686,5,0,1,0
Robinson,IL,7150,39.009,-87.733,3,0,0,0
Seminole,OK,7146,35.234,-96.652,2,0,0,0
University Park,IL,7145,41.446,-87.712,3,0,0,0
Lebanon,CT,7142,41.627,-72.236,16,0,0,1
Windsor,MI,7140,42.64,-84.661,16,0,3,0
Richland,MS,7137,32.23,-90.16,10,0,0,0
Georgetown,DE,7134,38.69,-75.387,17,0,5,0
Epping,NH,7125,43.051,-71.065,1,0,0,0
Philadelphia,MS,7118,32.775,-89.122,3,0,0,0
Delphos,OH,7117,40.848,-84.336,1,0,0,0
Seaside,OR,7115,45.989,-123.921,1,0,0,0
Winters,CA,7115,38.533,-121.975,1,0,0,0
Stickney,IL,7110,41.817,-87.774,1,0,0,0
Gettysburg,PA,7106,39.831,-77.234,2,0,0,0
Cortland,OH,7105,41.332,-80.719,3,0,0,0
Crete,NE,7099,40.626,-96.957,1,0,0,0
Atkinson,NH,7087,42.834,-71.161,3,0,0,0
Augusta,MI,7083,42.129,-83.599,9,0,2,0
Greenville,IL,7083,38.887,-89.389,16,0,1,0
Strasburg,VA,7083,38.995,-78.345,5,0,0,0
Barrington,NJ,7075,39.869,-75.051,3,0,1,0
Fayetteville,TN,7068,35.147,-86.555,8,0,0,0
Dayton,TN,7065,35.492,-85.012,14,0,0,0
Mendota,IL,7061,41.557,-89.101,2,0,0,0
Norwich,NY,7051,42.533,-75.523,4,0,2,0
Prairie Grove,AR,7045,35.986,-94.303,1,0,0,0
Hamilton,AL,7042,34.139,-87.971,17,0,5,0
Milltown,NJ,7037,40.45,-74.435,2,0,0,0
Harrisville,UT,7036,41.285,-111.986,5,0,0,0
Buena Vista,NJ,7033,39.494,-74.896,4,0,6,0
St Joseph,MN,7029,45.56,-94.308,6,0,0,0
Sturgis,SD,7020,44.409,-103.518,3,0,0,0
Mount Carmel,IL,7015,38.419,-87.77,3,0,0,0
Lincoln,MA,7014,42.427,-71.307,15,0,4,0
St Louis,MI,7010,43.409,-84.611,2,0,0,0
Trinity,NC,7006,35.877,-80.01,2,0,0,0
Clinton,IL,7004,40.147,-88.963,24,0,0,0
Church Hill,TN,6998,36.521,-82.715,1,0,0,0
Rockport,MA,6992,42.646,-70.627,6,0,0,0
Seminole,TX,6988,32.721,-102.65,2,0,0,0
St Albans,VT,6988,44.832,-73.157,3,0,0,0
Noble,OK,6985,35.138,-97.372,3,0,0,0
Stratford,NJ,6981,39.829,-75.015,7,0,4,0
Osceola,AR,6976,35.695,-89.993,5,0,0,0
Linwood,NJ,6971,39.344,-74.571,2,0,0,0
Holly Springs,MS,6968,34.778,-89.446,2,0,0,0
Hurricane,WV,6961,38.429,-82.017,1,0,0,0
Kula,HI,6942,20.768,-156.335,0,0,1,0
Belfast,ME,6938,44.426,-69.026,0,0,1,0
Oneonta,AL,6938,33.947,-86.491,1,0,0,0
Kirtland,OH,6937,41.598,-81.338,1,0,0,0
Rockland,ME,6936,44.103,-69.109,3,0,0,0
Elkins,WV,6934,38.924,-79.854,1,0,0,0
Nevada,IA,6925,42.018,-93.461,3,1,0,0
Huron,OH,6922,41.398,-82.563,4,0,0,0
Sullivan,MO,6906,38.212,-91.164,5,0,0,0
Zebulon,NC,6903,35.831,-78.317,1,0,0,0
Greenbrier,TN,6898,36.426,-86.791,1,0,0,0
Perry,FL,6898,30.109,-83.582,13,0,0,0
LaFayette,GA,6888,34.709,-85.282,12,0,0,0
Valley Park,MO,6885,38.551,-90.493,1,0,0,0
Jasper,TX,6884,30.923,-93.993,8,0,0,0
St Albans,VT,6877,44.811,-73.083,3,0,0,0
Newport,TN,6868,35.961,-83.198,16,0,3,0
Union,OH,6859,39.916,-84.291,15,0,0,0
Harvard,MA,6851,42.506,-71.586,2,0,0,0
Allendale,NJ,6848,41.033,-74.134,4,0,0,0
Lincoln,AL,6845,33.622,-86.071,15,0,4,0
Ocean City,MD,6844,38.386,-75.063,1,0,0,0
Medina,MN,6837,45.034,-93.576,5,0,4,0
Loomis,CA,6836,38.809,-121.195,1,0,0,0
Huntingdon,PA,6827,40.504,-77.999,1,0,1,0
Marshall,MI,6822,42.262,-84.958,10,0,0,0
Walden,NY,6818,41.56,-74.188,3,0,0,0
Chester,IL,6814,37.926,-89.828,17,0,2,0
Thomson,GA,6814,33.467,-82.494,1,0,0,0
Lawrence,NY,6809,40.604,-73.713,7,0,0,0
Ambler,PA,6807,40.156,-75.222,1,0,0,0
Junction City,OR,6787,44.22,-123.214,9,0,0,0
Westbrook,CT,6769,41.305,-72.467,3,0,0,0
Berkley,MA,6764,41.844,-71.081,6,0,0,0
Groveland,MA,6752,42.756,-71.013,1,0,0,0
Satsuma,AL,6749,30.858,-88.063,0,0,1,0
Roosevelt,UT,6747,40.28,-109.999,3,0,0,0
Brookings,OR,6744,42.069,-124.3,1,0,0,0
Live Oak,FL,6735,30.296,-82.984,2,0,0,0
Essex,CT,6733,41.354,-72.403,5,0,1,0
Harrisburg,SD,6732,43.432,-96.703,7,0,0,0
Addis,LA,6731,30.365,-91.265,0,0,1,0
Belpre,OH,6728,39.28,-81.592,1,0,0,0
Franklin,LA,6728,29.785,-91.51,32,0,0,0
Eldridge,IA,6726,41.639,-90.58,1,0,0,0
Merrimac,MA,6723,42.84,-71.012,1,0,1,0
Farmington,NH,6722,43.363,-71.076,14,0,0,0
Eliot,ME,6717,43.149,-70.786,3,0,0,0
Newbury,MA,6716,42.775,-70.864,7,0,1,0
Ocean Shores,WA,6715,46.97,-124.152,0,0,1,0
Boonville,IN,6712,38.045,-87.274,3,0,0,0
Benton,IL,6709,38.013,-88.917,13,0,0,0
Swanton,VT,6701,44.897,-73.121,3,0,0,0
Fowler,CA,6700,36.625,-119.674,4,0,0,0
Oakdale,LA,6692,30.816,-92.656,7,0,0,0
Plymouth,NH,6682,43.74,-71.721,17,0,1,0
Crescent City,CA,6673,41.767,-124.199,2,0,0,0
Highland Heights,KY,6662,39.035,-84.457,1,0,0,0
New Hartford,CT,6658,41.845,-73.009,2,0,0,0
Bedford,VA,6657,37.338,-79.521,9,0,1,0
Blakely,PA,6657,41.486,-75.601,1,0,0,0
Jordan,MN,6656,44.665,-93.64,2,0,1,1
Ontario,OH,6656,40.769,-82.617,3,0,0,0
Irvington,NY,6652,41.034,-73.867,4,0,0,0
Warwick,NY,6652,41.255,-74.355,5,0,2,0
Purcell,OK,6651,35.025,-97.37,1,0,0,0
St John,MO,6643,38.715,-90.346,4,0,0,0
Unionville,NC,6643,35.074,-80.52,5,0,0,0
Buena Vista,VA,6641,37.732,-79.356,4,0,6,0
Litchfield,MN,6624,45.122,-94.526,6,0,0,0
Sunbury,OH,6614,40.248,-82.865,1,0,2,0
Milton,PA,6609,41.009,-76.851,15,0,2,0
Litchfield,IL,6605,39.177,-89.644,6,0,0,0
Pratt,KS,6603,37.699,-98.766,1,0,0,0
Rockaway,NJ,6598,40.896,-74.517,1,0,0,0
Bridgewater,VA,6596,38.389,-78.964,9,0,1,0
Chatham,MA,6594,41.68,-69.975,8,0,2,0
Milford,OH,6582,39.171,-84.282,18,0,0,0
Valley City,ND,6575,46.924,-98.003,1,0,0,0
Carthage,TX,6569,32.152,-94.337,10,0,1,0
Morrow,GA,6569,33.579,-84.336,1,0,0,0
Topsfield,MA,6569,42.638,-70.941,1,0,0,0
Gunnison,CO,6560,38.545,-106.928,2,0,0,0
Columbiana,OH,6559,40.886,-80.672,1,0,0,0
Garrett,IN,6542,41.353,-85.124,3,0,0,0
Geneseo,IL,6539,41.45,-90.153,2,0,0,0
Decatur,TX,6538,33.228,-97.59,9,0,0,0
Charles Town,WV,6534,39.264,-77.881,4,0,0,0
Woodland,WA,6531,45.922,-122.75,10,0,0,0
St James,NC,6529,33.946,-78.113,2,0,0,0
Milford,MI,6520,42.588,-83.602,18,0,0,0
Union,NJ,6507,40.631,-74.963,15,0,0,0
Ralston,NE,6494,41.2,-96.038,2,0,0,0
Mount Vernon,IN,6493,37.937,-87.895,15,0,0,0
Washington,NJ,6492,40.733,-74.976,25,1,1,0
Delano,MN,6484,45.038,-93.792,1,0,0,0
Fairfield,ME,6484,44.641,-69.678,17,0,0,0
Hillsboro,OH,6481,39.212,-83.611,17,0,0,0
Taos,NM,6474,36.387,-105.58,1,0,0,0
Lebanon,ME,6469,43.4,-70.915,16,0,0,1
Hermon,ME,6461,44.814,-68.9,3,0,0,0
Lynchburg,TN,6461,35.289,-86.359,3,0,0,0
Abilene,KS,6460,38.924,-97.224,1,0,0,0
Exeter,RI,6460,41.558,-71.568,7,0,1,0
Chickasaw,AL,6457,30.771,-88.08,1,0,0,0
De Soto,MO,6449,38.141,-90.561,6,0,0,0
Marion,SC,6448,34.179,-79.397,18,0,0,0
Carbondale,CO,6434,39.395,-107.214,3,0,0,0
Willis,TX,6431,30.426,-95.482,1,0,0,0
Forest Hills,PA,6429,40.425,-79.854,3,0,0,0
Prospect Park,PA,6427,39.886,-75.307,1,0,0,0
Powell,WY,6419,44.762,-108.758,3,0,0,0
Peterborough,NH,6418,42.89,-71.939,0,0,3,0
Sidney,NE,6410,41.134,-102.968,8,0,2,0
Eudora,KS,6408,38.935,-95.094,1,0,0,0
Shrewsbury,MO,6406,38.587,-90.328,5,0,1,0
Keene,TX,6387,32.396,-97.321,2,0,0,0
Douglas,WY,6386,42.755,-105.384,8,0,2,0
Dillon,SC,6384,34.425,-79.367,2,0,0,0
Walker,LA,6374,30.486,-90.865,4,0,0,0
Prospect Park,NJ,6372,40.942,-74.174,1,0,0,0
Salem,IN,6371,38.605,-86.097,17,0,1,0
Marvin,NC,6358,35.004,-80.818,1,0,0,0
Crystal City,TX,6354,28.691,-99.826,1,0,0,0
Sidney,MT,6346,47.713,-104.169,8,0,2,0
Willard,MO,6344,37.294,-93.417,4,0,0,0
East Rochester,NY,6334,43.112,-77.487,1,0,0,0
Cynthiana,KY,6333,38.383,-84.302,1,0,0,0
Dalton,MA,6330,42.483,-73.148,7,0,0,0
Bethel,AK,6325,60.793,-161.793,8,0,0,0
Portland,IN,6320,40.437,-84.983,9,0,1,0
Selma,NC,6317,35.543,-78.294,4,0,0,0
Byron,MN,6312,44.038,-92.642,8,0,0,0
Sweetwater,TN,6312,35.602,-84.471,4,0,0,0
Twin Lakes,WI,6309,42.516,-88.25,1,0,0,0
Henderson,TN,6308,35.444,-88.656,11,0,0,0
Orleans,MA,6307,41.792,-69.954,4,0,1,0
Munford,TN,6302,35.445,-89.811,1,0,0,0
Tecumseh,OK,6302,35.264,-96.933,2,0,1,0
Millersville,TN,6299,36.396,-86.711,1,0,0,0
Newport,NH,6299,43.359,-72.181,16,0,3,0
Roseland,NJ,6299,40.82,-74.31,4,0,0,0
Clyde,OH,6294,41.305,-82.979,5,0,0,0
Taylor,PA,6294,41.396,-75.715,9,0,0,0
Barnesville,GA,6292,33.052,-84.153,3,0,0,0
Dennis,NJ,6285,39.178,-74.761,1,0,0,0
Warrenton,OR,6277,46.17,-123.923,4,0,0,0
Lowell,MI,6276,42.894,-85.391,10,0,0,0
Lebanon,KY,6274,37.568,-85.259,16,0,0,1
Princeton,KY,6270,37.106,-87.885,13,0,0,0
Rochester,IN,6270,41.061,-86.198,12,0,1,0
Fair Haven,NJ,6269,40.362,-74.039,3,0,0,0
Kermit,TX,6267,31.854,-103.092,1,0,0,0
Orange City,IA,6267,43.003,-96.057,1,0,0,0
Calumet,MI,6263,47.267,-88.438,4,0,0,0
Jackson,OH,6252,39.046,-82.65,18,0,0,0
Harrah,OK,6245,35.486,-97.184,1,0,0,0
Marianna,FL,6245,30.78,-85.243,2,0,0,0
Hampstead,MD,6241,39.613,-76.856,1,0,1,0
Oakland,ME,6230,44.556,-69.728,15,0,0,0
Elsmere,DE,6229,39.738,-75.595,1,0,0,0
Mendon,MA,6228,42.095,-71.561,6,0,0,0
White Oak,TX,6225,32.53,-94.856,1,0,0,0
Southampton,MA,6224,42.229,-72.73,2,0,1,0
Cold Spring,KY,6216,39.011,-84.435,3,0,0,0
Lake Mills,WI,6211,43.076,-88.908,1,0,0,0
Rushville,IN,6208,39.615,-85.446,5,0,0,0
Huron,CA,6206,36.204,-120.096,4,0,0,0
Kingston,NH,6202,42.925,-71.063,13,0,3,0
Willard,OH,6197,41.052,-82.724,4,0,0,0
Lebanon,NJ,6195,40.728,-74.891,16,0,0,1
Madison,SD,6191,44.005,-97.113,23,0,0,0
Corcoran,MN,6185,45.107,-93.578,1,0,0,0
Crestwood,KY,6183,38.344,-85.475,2,0,0,0
Lakemoor,IL,6182,42.34,-88.203,1,0,0,0
Glendale,MO,6176,38.594,-90.383,8,0,0,0
Edgewood,NM,6174,35.138,-106.215,8,0,0,0
Lyman,SC,6173,34.968,-82.137,6,0,2,0
Rowley,MA,6161,42.717,-70.911,1,0,0,0
Adel,IA,6153,41.61,-94.024,2,0,0,0
Darlington,SC,6149,34.301,-79.867,4,0,1,0
Rockford,MI,6142,43.136,-85.555,7,0,0,0
Kinross,MI,6139,46.281,-84.516,1,0,1,0
Marlborough,CT,6133,41.629,-72.452,5,0,1,0
Chillicothe,IL,6128,40.916,-89.503,4,0,0,0
Winthrop,ME,6121,44.309,-69.942,5,0,0,0
Northville,MI,6119,42.436,-83.488,2,0,0,0
Torrington,WY,6119,42.065,-104.15,1,0,0,0
De Soto,KS,6118,38.972,-94.951,6,0,0,0
Granby,MA,6110,42.263,-72.506,4,0,1,0
Gustine,CA,6110,37.255,-120.995,1,0,0,0
New Boston,NH,6108,42.978,-71.685,3,0,0,0
Bellefonte,PA,6105,40.914,-77.768,3,0,0,0
Sheridan,CO,6105,39.648,-105.017,9,0,0,0
New Haven,MI,6097,42.73,-82.797,7,0,0,0
Hartford City,IN,6086,40.454,-85.373,1,0,0,0
Blackwell,OK,6085,36.801,-97.301,1,0,0,0
Erwin,TN,6083,36.146,-82.412,2,0,0,0
Rupert,ID,6082,42.619,-113.674,2,0,0,0
Milan,MI,6079,42.081,-83.682,10,0,1,0
Franklin,PA,6077,41.383,-79.832,32,0,0,0
Avon,CO,6072,39.642,-106.516,10,0,1,0
Fruitland,ID,6072,44.026,-116.922,2,0,0,0
Louisville,MS,6072,33.123,-89.055,9,0,0,0
Grass Lake,MI,6069,42.25,-84.19,1,0,0,0
Independence,IA,6064,42.462,-91.903,12,0,0,0
Prosser,WA,6062,46.206,-119.767,1,0,0,0
Houlton,ME,6055,46.14,-67.843,2,0,0,0
Nazareth,PA,6053,40.74,-75.313,1,0,1,0
Ward,AR,6052,35.013,-91.957,3,0,0,0
Somerset,PA,6048,40.005,-79.078,7,0,0,0
Medina,NY,6047,43.22,-78.388,5,0,4,0
Alpine,TX,6035,30.364,-103.664,3,0,0,0
Hamlet,NC,6025,34.889,-79.711,2,0,0,0
Port Clinton,OH,6025,41.51,-82.938,1,0,0,0
Greenwood,MO,6021,38.853,-94.342,12,0,0,0
Mount Zion,IL,6019,39.78,-88.885,1,0,0,0
Hopedale,MA,6017,42.113,-71.52,2,0,0,0
Mendham,NJ,6016,40.793,-74.564,1,0,0,0
Richmond,MO,6013,39.276,-93.973,17,0,5,0
Littleton,NH,6005,44.341,-71.77,5,0,0,0
Montrose,MI,6005,43.177,-83.849,12,0,1,0
Midway,UT,6003,40.518,-111.475,9,0,0,0
Waterville,OH,6003,41.501,-83.735,7,0,0,0
Logan,NJ,6000,39.792,-75.36,6,0,0,0
Wilmore,KY,5999,37.862,-84.661,2,0,0,0
Holly,MI,5997,42.799,-83.623,2,0,0,0
Andover,NJ,5996,41.025,-74.718,13,0,0,0
Loudon,TN,5991,35.741,-84.361,1,0,0,0
Brookville,OH,5989,39.839,-84.418,4,0,0,0
Edna,TX,5987,28.975,-96.648,1,0,0,0
Wayne,NE,5973,42.237,-97.015,7,0,0,0
Clearfield,PA,5962,41.021,-78.439,2,0,0,0
Gardiner,ME,5961,44.195,-69.794,4,0,0,0
Cumberland,IN,5954,39.786,-85.95,7,0,0,0
Kingston,TN,5953,35.873,-84.502,13,0,3,0
Lewistown,MT,5952,47.052,-109.454,3,0,0,0
Monroeville,AL,5951,31.516,-87.328,3,0,0,0
Auburn,NH,5946,42.987,-71.342,16,0,0,0
Granville,OH,5946,40.057,-82.504,7,0,1,0
Bartonville,IL,5945,40.642,-89.66,1,0,0,0
Edgerton,WI,5945,42.838,-89.071,5,0,0,0
Asbury,IA,5943,42.517,-90.759,1,0,0,0
Norwood,PA,5943,39.886,-75.296,11,0,0,0
Monticello,IL,5941,40.034,-88.574,13,0,0,0
Hillsborough,NH,5939,43.149,-71.947,17,0,0,0
Patterson,LA,5931,29.691,-91.31,6,0,0,0
Salamanca,NY,5929,42.165,-78.741,0,0,3,0
Dallas,NC,5927,35.318,-81.183,6,0,0,0
Geneva,OH,5924,41.8,-80.946,8,0,1,0
Bridgeport,TX,5923,33.209,-97.772,10,0,0,0
Dover,MA,5923,42.237,-71.277,15,0,1,0
Northfield,VT,5918,44.146,-72.688,8,0,0,0
Hopkinton,NH,5914,43.197,-71.696,3,0,0,0
Poland,ME,5906,44.043,-70.374,2,0,0,1
Lake City,SC,5903,33.868,-79.754,10,0,0,0
Hillsboro,IL,5902,39.167,-89.474,17,0,0,0
Media,PA,5901,39.92,-75.388,1,0,0,0
Grafton,OH,5895,41.281,-82.032,9,0,1,0
Alton,NH,5894,43.501,-71.252,8,0,0,0
Hudson,NY,5894,42.252,-73.786,15,0,1,0
Harriman,TN,5892,35.93,-84.563,2,0,0,0
Palmer,AK,5888,61.597,-149.115,7,0,0,0
Blaine,WA,5884,48.985,-122.745,5,0,1,0
Richmond,MI,5878,42.811,-82.752,17,0,5,0
Princeton,WV,5872,37.369,-81.096,13,0,0,0
Tewksbury,NJ,5870,40.7,-74.783,1,0,0,0
Berlin,NJ,5867,39.811,-74.929,13,0,1,0
Columbia,MS,5864,31.257,-89.826,13,0,1,1
Freeport,FL,5861,30.516,-86.136,8,0,0,0
Willow Springs,IL,5857,41.735,-87.884,1,0,0,0
Carterville,IL,5848,37.763,-89.084,1,0,0,0
Villa Park,CA,5843,33.818,-117.81,1,0,0,0
Carver,MN,5829,44.754,-93.639,1,0,0,0
Alma,AR,5825,35.479,-94.232,9,0,1,0
Central City,KY,5819,37.297,-87.129,7,0,0,0
Turner,ME,5817,44.278,-70.236,2,0,0,0
Sandersville,GA,5813,32.982,-82.81,1,0,0,0
Woodstock,VA,5807,38.872,-78.517,10,0,2,0
Eaton,CO,5802,40.525,-104.713,4,0,0,0
Waynesboro,GA,5799,33.091,-82.014,4,0,0,0
Germantown,OH,5796,39.633,-84.365,4,0,0,0
Starke,FL,5796,29.947,-82.113,2,0,0,0
Lee,MA,5788,42.294,-73.256,5,0,0,0
Ulysses,KS,5788,37.577,-101.355,2,0,0,0
Goshen,NY,5777,41.402,-74.327,10,0,0,0
Paola,KS,5768,38.579,-94.862,0,0,2,0
Emporia,VA,5766,36.696,-77.536,1,0,0,0
Plymouth,PA,5763,41.242,-75.951,17,0,1,0
Monticello,KY,5753,36.84,-84.851,13,0,0,0
Marion,VA,5751,36.839,-81.514,18,0,0,0
Northfield,IL,5751,42.103,-87.779,8,0,0,0
Glencoe,MN,5744,44.771,-94.148,4,0,1,0
New Holland,PA,5743,40.101,-76.09,2,0,0,0
Covington,VA,5737,37.778,-79.986,9,0,0,0
Oxford,PA,5736,39.786,-75.98,20,0,1,0
Maize,KS,5735,37.775,-97.46,0,0,1,0
Rensselaer,IN,5733,40.935,-87.15,2,0,0,0
New Brighton,PA,5729,40.736,-80.309,1,0,0,0
Mount Carmel,PA,5725,40.796,-76.412,3,0,0,0
Zeeland,MI,5719,42.814,-86.014,2,0,0,0
Rochester,MA,5717,41.755,-70.836,12,0,1,0
Milton,WI,5716,42.776,-88.95,15,0,2,0
Greenbrier,AR,5707,35.229,-92.383,1,0,0,0
Blairstown,NJ,5704,40.981,-75.001,2,0,0,0
Evansville,WI,5703,42.778,-89.297,4,0,0,0
Byron,GA,5702,32.648,-83.748,8,0,0,0
Berryville,AR,5682,36.371,-93.57,2,0,0,0
Dumfries,VA,5679,38.567,-77.322,0,0,1,0
Dayton,KY,5666,39.113,-84.464,14,0,0,0
Bolton,MA,5665,42.436,-71.612,4,0,1,0
Wilmington,IL,5664,41.318,-88.143,6,0,1,0
Eastman,GA,5658,32.195,-83.176,1,0,0,0
Washingtonville,NY,5657,41.428,-74.158,2,0,0,0
Webster,NY,5651,43.216,-77.422,8,0,0,0
Leesville,LA,5649,31.14,-93.275,1,0,0,0
Sylvester,GA,5644,31.53,-83.836,1,0,0,0
Grayling,MI,5642,44.685,-84.593,2,0,0,0
Creswell,OR,5641,43.923,-123.014,1,0,0,0
Norwood,NJ,5641,40.992,-73.951,11,0,0,0
Livingston,TX,5640,30.71,-94.938,10,0,2,0
Brookline,NH,5639,42.741,-71.672,2,0,0,0
Albion,NY,5637,43.246,-78.19,10,0,0,0
Nashville,NC,5632,35.969,-77.954,8,0,0,0
Posen,IL,5632,41.629,-87.686,1,0,0,0
Winston,OR,5625,43.12,-123.424,1,0,0,0
Ephraim,UT,5611,39.358,-111.582,1,0,0,0
Trenton,MO,5609,40.081,-93.602,14,0,0,0
Red Oak,IA,5596,41.014,-95.224,3,0,0,0
Odessa,MO,5593,38.999,-93.966,5,0,0,0
Preston,ID,5591,42.099,-111.878,7,0,1,0
Mena,AR,5589,34.581,-94.237,0,0,2,0
Lafayette,TN,5584,36.524,-86.031,12,0,0,0
Spring Valley,IL,5582,41.323,-89.184,5,0,0,0
White Hall,AR,5581,34.275,-92.101,9,0,0,0
