city,lat,lng,population
Shichinohe,40.7447,141.1578,14217
Hokuei,35.4900,133.7586,14010
Wennigsen,52.2742,9.5708,13996
Niederzier,50.8831,6.4667,14033
Cambados,42.5000,-8.8000,13673
Quakenbruck,52.6772,7.9575,13500
Taruma,-22.7469,-50.5769,14205
Mistassini,48.8229,-72.2154,14250.00
Valenca,42.0282,-8.6339,14127
Hatten,53.0083,8.3167,14111
Bou Izakarn,29.1754,-9.7064,14228
Ichtegem,51.1000,3.0000,13939
Amriswil,47.5497,9.3000,13534
Ocher,57.8833,54.7167,14226
Maridi,4.9151,29.4769,14224
Champasak,14.8833,105.8667,13400
El Porvenir de Velasco Suarez,15.4556,-92.2794,14121
Zherdevka,51.8333,41.4667,14214
Hayashima,34.6006,133.8283,12584
Zayda,32.8167,-4.9500,13181
Ad Dab`ah,31.0338,28.4333,14212
Boa Esperanca,-18.5400,-40.2958,14199
Brasilandia,-17.0100,-46.0089,14226
Murrhardt,48.9794,9.5783,14033
Venev,54.3500,38.2667,14211
Puspokladany,47.3197,21.1139,14154
Torquay,-38.3333,144.3167,13258
Lauchhammer,51.5000,13.8000,14070
Sakaki,36.4619,138.1803,13967
Campos Altos,-19.6958,-46.1708,14206
Nilo Pecanha,-13.5989,-39.1069,14188
Kaoma,-14.7796,24.8000,14212
Mirinzal,-2.0650,-44.7839,14218
Capitao Eneas,-16.3239,-43.7108,14206
Minamiaizu,37.2003,139.7733,14204
Bad Ischl,47.7115,13.6239,14133
Eppstein,50.1401,8.3920,13655
Golub-Dobrzyn,53.1000,19.0500,12546
Biatorbagy,47.4742,18.8236,13889
Uitgeest,52.5292,4.7103,13528
Reboucas,-25.6208,-50.6928,14176
Piquete,-22.6136,-45.1761,14123
Papagaios,-19.4489,-44.7478,14175
Baianopolis,-12.3058,-44.5350,14195
Neuenkirchen,52.2411,7.3689,13905
Sale,-38.1000,147.0667,13673
Marchtrenk,48.1917,14.1106,13603
Simoes,-7.5989,-40.8178,14180
Titiribi,6.0625,-75.7936,14092
Seiro,37.9667,139.2667,13823
Beilen,52.8567,6.5111,14089
Pedro Velho,-6.4389,-35.2208,14114
Rio Piracicaba,-19.9289,-43.1739,14149
Puerto Deseado,-47.7500,-65.9167,14183
Isny im Allgau,47.6919,10.0394,14018
Kadena,26.3617,127.7553,13301
Abensberg,48.8167,11.8501,13946
Mucambo,-3.9089,-40.7469,14102
Veglie,40.3333,17.9667,13947
Sidi Abdelkarim,33.1869,-7.2333,14037
Grand Falls,48.9578,-55.6633,14171.00
Olgiate Olona,45.6333,8.8833,12444
Mayrtup,43.2036,46.1322,13824
Kerben,41.5000,71.7500,14141
Rheinfelden,47.5539,7.7958,13337
Lakoucun,28.3412,119.9523,14016
Nioaque,-21.1350,-55.8300,14167
Ipiranga,-25.0239,-50.5839,14150
Zimnicea,43.6539,25.3650,14058
Grunstadt,49.5692,8.1681,13422
San Ferdinando di Puglia,41.3000,16.0667,13828
Kakunodatemachi,39.5963,140.5620,14138
Nafpaktos,38.3917,21.8275,13415
Arenoso,19.1800,-69.8500,14062
Novoulyanovsk,54.1500,48.3833,13990
Kisanuki,31.3447,130.9453,14114
Astravyets,54.6136,25.9553,14147
San Vicente,17.5917,120.3750,13118
Pilas,37.3017,-6.2986,13856
Narvik,68.4383,17.4278,14148
Fara in Sabina,42.2167,12.7333,13904
Santiago Jocotepec,17.5833,-95.8833,14135
Lubben (Spreewald),51.9500,13.9000,14036
Clearview,44.3981,-80.0742,14151
Nelas,40.5167,-7.8500,14037
Leverano,40.2833,18.0833,14145
Boutilimit,17.5504,-14.7000,14142
Vetralla,42.3106,12.0792,14020
Anatuya,-28.4667,-62.8333,14133
Chosei,35.4122,140.3542,13656
Jabbeke,51.1833,3.1000,13880
Torre del Campo,37.7667,-3.8833,14059
Natanz,33.5111,51.9181,14122
Tamm,48.9217,9.1206,12685
Felixlandia,-18.7578,-44.8989,14121
Sanlucar la Mayor,37.3831,-6.2000,14026
Phalaborwa,-23.9333,31.1167,13108
Fokino,53.4500,34.4167,12938
Vohringen,48.2833,10.0833,13557
Fujikawa,35.5611,138.4614,14004
Dundigal,17.5781,78.4288,13465
Leuna,51.3167,12.0167,13969
Sabang,22.1830,87.5990,13224
Maria da Fe,-22.3078,-45.3750,14056
Gurinhem,-7.1239,-35.4239,14117
Grafing bei Munchen,48.0500,11.9667,13660
Suluktu,39.9365,69.5678,13378
Lukoyanov,55.0383,44.4978,14104
Aldenhoven,50.8958,6.2831,13807
Tostedt,53.2833,9.7167,13832
Tempio Pausania,40.9015,9.1044,14052
Astolfo Dutra,-21.3150,-42.8619,14030
Patrocinio Paulista,-20.6394,-47.2817,14093
Castelsarrasin,44.0400,1.1069,13934
Rio Azul,-25.7328,-50.7958,14093
Merzifon,40.8836,35.4711,14042
Bebra,50.9711,9.7903,13962
Alvorada D'Oeste,-11.3417,-62.2861,14106
Italva,-21.4208,-41.6908,14063
Santiago de Anaya,20.3844,-98.9647,14066
Lomas de Sargentillo,-1.8833,-80.0833,13775
Xexeu,-8.8019,-35.6269,14093
Zhipingxiang,35.2949,105.6157,13929
Montabaur,50.4375,7.8258,13691
Aracatu,-14.4278,-41.4619,14089
Villacidro,39.4578,8.7424,14019
Mjolby,58.3321,15.1312,13947
Galmi,13.9667,5.6744,13888
Kivertsi,50.8331,25.4614,14050
Gouveia,40.5000,-7.6000,14046
Sarezzo,45.6500,10.2000,13337
St. Clair,42.7833,-82.3500,14086
Holzgerlingen,48.6392,9.0108,13103
Talwat,31.2883,-7.2372,14060
Bang Racham,14.8864,100.3235,13937
Moudjbara,34.5037,3.4704,14052
Enghien,50.7000,4.0333,13734
Casatenovo,45.6983,9.3117,13042
Schmolln,50.8950,12.3564,13741
Oberhaching,48.0167,11.5833,13657
Montepulciano,43.1000,11.7833,13984
Aleksandrow Kujawski,52.8750,18.7000,12359
Santa Cruz de Bezana,43.4442,-3.9031,13292
Mor,47.3717,18.2086,13936
Wanding,24.0833,98.0667,13906
Rio de Oro,8.2917,-73.3872,14041
El Carmen de Atrato,5.8983,-76.1431,14049
Gekhi,43.1636,45.4725,13836
Guazacapan,14.0751,-90.4161,13979
Beylul,13.2639,42.3347,14055
Bamble,59.0197,9.5608,14014
Kalkar,51.7389,6.2925,13902
Muggia,45.6000,13.7667,13111
Cordoba,0.8533,-77.5178,14006
Chumpak,41.8585,84.1370,13983
Famenin,35.1139,48.9717,14019
La Entrada,15.0500,-88.7333,13949
Itaguacu,-19.8019,-40.8558,14023
Kumirimora,22.6969,88.2267,12208
Eggenfelden,48.4039,12.7642,13736
Genthin,52.4000,12.1667,13985
Lariano,41.7333,12.8333,13448
Belm,52.3000,8.1333,13750
Campina da Lagoa,-24.5919,-52.7989,14043
Villalba,43.3000,-7.6833,14006
Taiyong,26.4726,108.5105,13987
Itamonte,-22.2839,-44.8700,14003
Biscarrosse,44.3931,-1.1639,13946
Iraci,-8.8078,-35.9519,13941
Vieste,41.8833,16.1667,13943
Mittegrossefehn,53.3833,7.5833,13915
Thala,35.5667,8.6667,13968
Batuan,9.8000,124.1333,13845
Taphan Hin,16.2108,100.4188,13868
Montesarchio,41.0667,14.6333,13508
San Bartolo,15.0844,-91.4558,12459
Taishi,34.5187,135.6476,13092
Ovidiu,44.2700,28.5600,13847
Statte,40.5667,17.2000,13808
Poco Branco,-5.6228,-35.6628,13949
Chodov,50.2415,12.7534,13089
Chityal,17.2333,79.1333,13752
Nachikatsuura,33.6261,135.9408,13930
Guapo,-16.8308,-49.5319,13976
Nesebar,42.6595,27.7247,14000
Misano Adriatico,43.9667,12.7000,13400
Huangyadong,36.8039,113.4446,13857
Dubovka,49.0500,44.8333,13988
Zeven,53.2969,9.2789,13809
Tako,35.7356,140.4678,13804
Canmore,51.0890,-115.3590,13992
Kathevaram,16.2608,80.6368,13209
Dueville,45.6333,11.5500,13804
Beesel,51.2669,6.0392,13519
Alfredo Chaves,-20.6350,-40.7500,13955
Alcanena,39.4667,-8.6667,13868
Wanzleben,52.0667,11.4333,13903
Spiesen-Elversberg,49.3167,7.1331,12850
Vilanova del Cami,41.5733,1.6381,12736
Noyon,49.5811,2.9989,13235
Toplita,46.9918,25.3709,13929
Polavaram,17.2500,81.6333,13861
Pacaembu,-21.5622,-51.2606,13961
Asslar,50.5833,8.4667,13656
Kiskoros,46.6203,19.2836,13833
Mar de Ajo,-36.7162,-56.6766,13610
Primeira Cruz,-2.5100,-43.4378,13954
Petrolandia,-9.1828,-38.2689,13963
Anapurus,-3.6719,-43.1158,13939
Vedi,39.9106,44.7278,13600
Novellara,44.8500,10.7333,13721
Valbonne,43.6414,7.0089,13257
Polotitlan de la Ilustracion,20.2231,-99.8147,13851
Fagnano Olona,45.6667,8.8667,12510
Tucacas,10.7978,-68.3175,13901
Ping'anbao,40.4901,117.5973,13870
Babaeski,41.4325,27.0931,13879
Curiuva,-24.0328,-50.4578,13923
Wakasa,35.5489,135.9083,13867
Meckenbeuren,47.7000,9.5625,13520
Champadanga,22.8275,87.9844,12518
Fujimi,35.9147,138.2408,13844
Maracai,-22.6106,-50.6672,13913
Pirallahi,40.4708,50.3217,13583
Marmeleiro,-26.1489,-53.0258,13900
Brejo do Cruz,-6.3489,-37.4978,13900
Oulad Chikh,32.8544,-7.5386,13866
Gien,47.6981,2.6250,13732
Kaladgi,16.2040,75.5000,13676
Kamigori,34.8736,134.3561,13835
Diego de Almagro,-26.3667,-70.0500,13925
Waikanae,-40.8760,175.0640,12100
Zhovkva,50.0667,23.9667,13834
Llanera,43.4667,-5.9333,13790
San Prisco,41.0833,14.2833,12333
Engenheiro Beltrao,-23.7969,-52.2689,13906
Frei Paulo,-10.5489,-37.5339,13874
Khmis Sidi al 'Aydi,33.1228,-7.6219,13839
Chaoyangdicun,42.0221,118.2178,13773
Gaesti,44.7208,25.3147,13317
Ipanguacu,-5.4978,-36.8550,13856
Douar Lehgagcha,32.5500,-8.7167,13748
San Agustin de Guadalix,40.6781,-3.6150,13538
Gura Humorului,47.5542,25.8875,13667
Lanuvio,41.6833,12.7000,13580
Cavarzere,45.1370,12.0817,13791
Higashimiyoshi,34.0367,133.9369,13776
Zhashkiv,49.2500,30.1000,13853
North Battleford,52.7575,-108.2861,13888
Guape,-20.7619,-45.9178,13872
Corupa,-26.4250,-49.2428,13852
Jutai,-2.7469,-66.7669,13886
Kauhajoki,62.4319,22.1794,13875
Wanze,50.5353,5.2133,13576
Hatoyama,35.9817,139.3342,13365
Philippsburg,49.2369,8.4547,13615
Paruchuru,15.9667,80.2667,13375
Erbach,49.6569,8.9931,13666
Wommelgem,51.2036,4.5219,12893
Pembroke,45.8167,-77.1000,13882
Jinmingsi,38.0512,110.2869,13780
Niquinohomo,11.9000,-86.1000,13458
Arroio dos Ratos,-30.0769,-51.7289,13606
Santo Augusto,-27.8508,-53.7769,13848
Saint-Gilles,43.6778,4.4311,13787
Casinhas,-7.7411,-35.7211,13766
Melsungen,51.1333,9.5500,13659
Zabreh,49.8826,16.8723,13479
Guapi,2.5604,-77.8600,13853
Hassfurt,50.0353,10.5123,13609
Demre,36.2550,29.9978,13793
Oud-Turnhout,51.3178,4.9817,13517
Canals,38.9611,-0.5850,13257
Cabo Verde,-21.4719,-46.3958,13823
Sant'Angelo Lodigiano,45.2389,9.4097,13202
Oosterzele,50.9458,3.8042,13546
Tomino,41.9833,-8.7167,13730
Helensburgh,56.0166,-4.7333,13640
Ban Tha Luang Lang,12.6376,102.0884,13785
Arcozelo,41.0555,-8.6395,12393
Mirai,-21.1950,-42.6139,13808
Couvin,50.0519,4.4961,13782
San Pietro Vernotico,40.4833,18.0500,13556
Uruana,-15.4978,-49.6878,13818
Horodyshche,49.2925,31.4581,13799
Apostolove,47.6595,33.7170,13792
Forlimpopoli,44.1833,12.1333,13294
Peri-Mirim,-2.5778,-44.8539,13803
Granville,48.8381,-1.5869,12567
Joaquim Pires,-3.5078,-42.1978,13817
Machados,-7.6858,-35.5150,13596
Latisana,45.7833,13.0000,13478
Yamanobe,38.2892,140.2625,13610
Berre-l'Etang,43.4756,5.1681,13520
Islahiye,37.0264,36.6322,13775
Ak-Dovurak,51.1667,90.6000,13580
Alagoinha,-8.4658,-36.7758,13759
Jupi,-8.7119,-36.4150,13705
Selston,53.0700,-1.3000,12596
Lich,50.5217,8.8208,13650
Lamas,-6.4167,-76.5333,13693
Rutherford,-32.7150,151.5317,11884
Jindayris,36.3947,36.6889,13661
Ghoradal,22.0519,88.3594,12170
Arzachena,41.0801,9.3880,13756
Crispiano,40.6000,17.2333,13693
Uppada,17.0883,82.3333,12964
Jardin,5.5983,-75.8197,13748
Eichstatt,48.8919,11.1839,13525
Mwinilunga,-11.7396,24.4400,13798
Soller,39.7667,2.7000,13491
Zarghun Shahr,32.8500,68.4167,13737
Heliopolis,-10.6828,-38.2858,13762
Melenki,55.3333,41.6333,13789
Mbulu,-3.8496,35.5300,13430
Neckargemund,49.3939,8.7975,13290
Bovenden,51.5897,9.9222,13586
Marienheide,51.0833,7.5333,13552
Lauterbach,50.6378,9.3944,13664
Carmopolis,-10.6478,-36.9889,13503
Nallajerla,16.9500,81.4000,13457
Wlodawa,51.5500,23.5500,13066
Curua,-1.8878,-55.1169,13783
Carmo de Minas,-22.1219,-45.1289,13750
Spaichingen,48.0758,8.7378,13084
Amrabad,16.3833,78.8333,13753
Verin,41.9408,-7.4358,13644
Shodoshima,34.4819,134.2336,13646
Hola Prystan,46.5167,32.5167,13760
Kupino,54.3667,77.3000,13777
Ponduru,18.3508,83.7567,12640
Chiran,31.3783,130.4416,13667
Mont-Laurier,46.5500,-75.5000,13779
Munchenstein,47.5186,7.6174,12096
Castel San Giovanni,45.0591,9.4342,13756
Ahrensfelde,52.5758,13.5764,13543
Goldap,54.3063,22.3036,13716
Uzwil,47.4500,9.1333,12885
Hilpoltstein,49.1833,11.1833,13624
Tarumizu,31.4928,130.7011,13688
La Quiaca,-22.1056,-65.6000,13761
Mansidao,-10.7158,-44.0339,13761
Biedenkopf,50.9128,8.5322,13614
Chalette-sur-Loing,48.0117,2.7358,12790
Khomam,37.4000,49.6667,12901
Sampaloc,14.1667,121.5833,13629
Bollene,44.2803,4.7489,13509
Strathmore,51.0378,-113.4003,13756
Palmeirais,-5.9778,-43.0628,13745
Boechout,51.1636,4.4964,13120
Bandarbeyla,9.4833,50.8167,13753
Filandia,4.6733,-75.6583,13628
Alleroy,43.2500,46.1333,13405
Grunberg,50.6000,8.9500,13598
Harsefeld,53.4500,9.5000,13489
Schoonhoven,51.9475,4.8486,11922
Neunkirchen,50.7861,8.0056,13406
Futrono,-40.1333,-72.4000,13736
Puxinana,-7.1608,-35.9608,13557
Caledon,-34.2300,19.4283,13020
Xireg,36.9257,98.4837,13723
Kafr `Awan,32.4167,35.6833,13056
Satoraljaujhely,48.3941,21.6561,13554
Carlopolis,-23.4250,-49.7208,13706
Sao Jose do Cedro,-26.4550,-53.4939,13684
Camponogara,45.3833,12.0667,13117
Sabbavaram,17.7900,83.1230,12200
Mangha,23.3700,98.9892,13689
Andarai,-12.8069,-41.3308,13723
Motupe,-6.1519,-79.7142,13681
Kawatana,33.0728,129.8614,13370
Kollipara,16.2877,80.7519,12982
Cobh,51.8510,-8.2967,12347
Altos del Rosario,8.7914,-74.1636,13669
Kuleshovka,47.0794,39.5378,13692
Pierrelatte,44.3775,4.6961,13452
Sao Joao do Triunfo,-25.6828,-50.2969,13704
Hinabangan,11.7000,125.0667,13693
Jimbolia,45.7917,20.7222,13597
Schermbeck,51.6950,6.8756,13599
Bergen,54.4167,13.4333,13460
Massaranduba,-7.2000,-35.7889,13654
Blegny,50.6667,5.7333,13212
Yongcong,26.0451,109.1327,13670
San Pedro Pochutla,15.7463,-96.4652,13685
Tamsaout,29.5374,-8.8584,13711
Saugeen Shores,44.4333,-81.3667,13715
Tavsanli,39.5461,29.4922,13652
Quartucciu,39.2529,9.1762,13234
Meruoca,-3.5419,-40.4550,13693
Margraten,50.8225,5.8203,13370
Quata,-22.2475,-50.6983,13702
Ad Duraykish,34.8969,36.1346,13244
Burglengenfeld,49.2061,12.0409,13554
Bully-les-Mines,50.4419,2.7244,12117
Winsum,53.3312,6.5157,13560
Satuba,-9.5628,-35.8239,13381
Camapua,-19.5308,-54.0439,13693
Grammichele,37.2167,14.6333,13267
Hunxe,51.6417,6.7672,13567
Birstall,52.6736,-1.1200,12216
Fontenay-le-Comte,46.4669,-0.8064,13302
Weissenhorn,48.3044,10.1593,13442
Cidelandia,-5.1739,-47.7819,13681
Lanuza,9.2342,126.0644,13642
San Jorge,14.9253,-89.5897,13525
Patiram,25.3167,88.7500,12462
Ihtiman,42.4374,23.8164,13658
Lappersdorf,49.0525,12.0903,13298
Dinant,50.2564,4.9136,13544
Thompson,55.7433,-97.8553,13678
Gopalnagar,22.8289,88.2139,12232
Quierschied,49.3167,7.0500,13030
Bunhe,48.2206,38.2739,13633
Castelfranco di Sotto,43.7000,10.7500,13396
Vigodarzere,45.4500,11.8833,13017
Nikolayevsk,50.0167,45.4500,13660
Caldeirao Grande,-11.0200,-40.3028,13641
Alto Parana,-23.1289,-52.3189,13663
Saint-Paul-les-Dax,43.7256,-1.0528,13436
Erbach,48.3281,9.8878,13453
Sao Pedro do Piaui,-5.9289,-42.7189,13639
Bad Laasphe,50.9303,8.4167,13565
Itapagipe,-19.9089,-49.3808,13656
Llanes,43.4214,-4.7564,13611
Salzano,45.5333,12.1167,12911
Eloxochitlan,18.5088,-96.9227,12520
Sternberk,49.7305,17.2989,13388
Beyne-Heusay,50.6167,5.6500,12019
Monte Alegre de Sergipe,-10.0269,-37.5619,13627
Lavaltrie,45.8833,-73.2833,13657
Mantenopolis,-18.8628,-41.1228,13612
Alto Longa,-5.2508,-42.2100,13646
Caldas,-21.9239,-46.3858,13633
Lengede,52.2049,10.3078,13265
Okinoshima,36.2000,133.3167,13595
Ixcatepec,21.2333,-98.0000,13591
Nicosia,37.7500,14.4000,13588
Santa Coloma de Farnes,41.8624,2.6654,13459
Glubczyce,50.2000,17.8333,13572
Lorsch,49.6539,8.5675,13643
Kankandighi,21.9744,88.4659,12900
Cajabamba,-7.6237,-78.0460,13486
Hosbach,50.0000,9.2000,13212
San Martino di Lupari,45.6557,11.8594,13104
Santa Luzia,-15.4289,-39.3339,13626
Talne,48.8863,30.7027,13558
Trogir,43.5167,16.2500,13260
Bergen,52.8103,9.9611,13556
Virgem da Lapa,-16.8039,-42.3428,13619
Crevalcore,44.7167,11.1500,13501
Kirchheim bei Munchen,48.1766,11.7556,12806
Dakit,10.0600,125.1606,13436
Gran,60.4411,10.4956,13611
Trubchevsk,52.5833,33.7667,13613
Torredonjimeno,37.7667,-3.9500,13545
Sunjiayan,27.8776,108.3073,13408
Peabiru,-23.9128,-52.3428,13624
Rio de Contas,-13.5789,-41.8108,13616
Cossimbazar,24.1200,88.2800,11724
Montefiascone,42.5333,12.0333,13498
Paranhos,-23.8928,-55.4308,13615
Zelzate,51.1975,3.8139,12699
Vicovu de Sus,47.9258,25.6800,13308
Samorin,48.0267,17.3117,13324
Masangshy,42.9289,75.3019,13606
Beverstedt,53.4340,8.8183,13554
Saint-Martin-de-Crau,43.6397,4.8125,13558
Kastoria,40.5181,21.2688,13387
Fenton,52.9977,-2.1578,12070
Melilli,37.1833,15.1167,13519
Afir,36.7676,3.7029,13223
Terra Boa,-12.3919,-38.6250,13547
Plougastel-Daoulas,48.3725,-4.3706,13330
Zhukovo,55.0333,36.7500,13576
Hochstadt an der Aisch,49.7056,10.8058,13422
Agua Blanca,14.4833,-89.6494,13571
Urucuia,-16.1328,-45.7419,13604
San Javier,-30.5833,-59.9500,13604
Grez-Doiceau,50.7333,4.7000,13368
San Gennaro Vesuviano,40.8667,14.5333,11910
Qingxicun,24.5300,116.5904,13603
Baras,13.6667,124.3667,13484
Wolsztyn,52.1167,16.1167,13477
Ugo,39.1994,140.4131,13547
Nidzica,53.3583,20.4250,13547
Montespertoli,43.6500,11.0833,13497
Moralzarzal,40.6750,-3.9694,13573
Haaren,50.7956,6.1269,12216
Aghbala,32.4806,-5.6450,12781
Ban Mae Kaluang,19.0778,99.9270,13502
Frias,-28.6496,-65.1500,13594
Bad Soden-Salmunster,50.2833,9.3667,13370
Eichenau,48.1667,11.3167,11894
Saarwellingen,49.3542,6.8050,13279
Drobak,59.6667,10.6333,13393
Maribondo,-9.5769,-36.3050,13514
Quatis,-22.4069,-44.2578,13543
Krumbach,48.2431,10.3633,13293
Ettenheim,48.2556,7.8119,13316
Sidi Yahia,30.4969,-8.8211,11955
Itapetim,-7.3778,-37.1900,13553
Kaharlyk,49.8522,30.8092,13544
Ban Bung Kha,16.1675,104.6408,13507
Shangping,25.0897,113.0395,13529
Pfullendorf,47.9242,9.2567,13437
High River,50.5808,-113.8744,13584
San Marco in Lamis,41.7117,15.6350,13583
Serra Branca,-7.4828,-36.6650,13564
Manerbio,45.3667,10.1333,13109
Tianguistengo,20.7278,-98.6289,13478
Spiez,46.6831,7.6664,12810
Sabana Iglesia,19.3300,-70.7500,13348
Marly,50.3489,3.5442,12074
Presidente Bernardes,-22.0061,-51.5531,13568
Carluke,55.7340,-3.8340,13320
Betanzos,43.2792,-8.2106,13030
Feldbach,46.9550,15.8883,13369
Genas,45.7314,5.0022,13022
Lourdes,43.0950,-0.0453,13210
Mario Campos,-20.0558,-44.1878,13192
Panchgani,17.9200,73.8200,13280
Talanga,14.4000,-87.0833,13533
Mqam at Tolba,33.9375,-6.2544,13503
Vitry-le-Francois,48.7247,4.5844,11743
Arruda dos Vinhos,38.9833,-9.0667,13391
Busra al Harir,32.8425,36.3400,13315
Reeuwijk,52.0481,4.7203,13296
Primavera,-8.3378,-35.3550,13439
Trebur,49.9242,8.4092,13294
Creutzwald,49.2053,6.6958,13070
Vernouillet,48.7208,1.3606,12522
Landau an der Isar,48.6749,12.6913,13390
Jardim de Piranhas,-6.3789,-37.3519,13506
Chalma,21.2167,-98.4000,13479
Urupes,-21.2019,-49.2900,13504
Ilamatlan,20.7833,-98.4500,13474
Chanaral,-26.3479,-70.6224,13543
Calderara di Reno,44.5639,11.2719,13224
Alexandria,-6.4128,-38.0158,13507
Knittelfeld,47.2150,14.8294,12626
Mechtras,36.5448,4.0049,12683
Chateaudun,48.0708,1.3378,13078
Roudnice nad Labem,50.4254,14.2618,12770
Loningen,52.7360,7.7579,13441
Ketsch,49.3658,8.5336,12762
Tezze sul Brenta,45.6862,11.7042,12817
Patti,38.1333,14.9667,13266
Kussnacht,47.0828,8.4408,13084
Gricignano d'Aversa,40.9833,14.2333,12296
Lavagna,44.3122,9.3417,12617
Woudenberg,52.0806,5.4164,13166
Libertad,8.5583,124.3500,12948
Aguas Vermelhas,-15.7469,-41.4600,13513
Dok Kham Tai,19.1620,99.9926,13450
Arendonk,51.3203,5.0864,13281
Mayenne,48.3031,-0.6136,12874
Manati,10.4481,-74.9592,13456
Nules,39.8525,-0.1506,13256
Matias Barbosa,-21.8689,-43.3189,13435
Porto Esperidiao,-15.8528,-58.4600,11535
Loreto,43.4403,13.6074,12802
Kissane Ltouqi,34.6000,-5.0833,13390
Casale sul Sile,45.5988,12.3243,13032
Sant Sadurni d'Anoia,41.4261,1.7850,12840
Keisen,33.5789,130.6781,12876
Neunkirchen,47.7269,16.0817,12879
Pervomaysk,54.8689,43.8028,13496
Lavello,41.0500,15.8000,13411
Quattro Castella,44.6333,10.4667,13217
Gex,46.3333,6.0578,13093
Vicuna,-30.0167,-70.7000,13496
Schuttorf,52.3167,7.2167,12839
Brunn am Gebirge,48.1069,16.2842,11864
Zehdenick,52.9831,13.3331,13437
Buchloe,48.0375,10.7250,13132
Fereydunshahr,32.9411,50.1211,13475
Formello,42.0833,12.4000,13070
Union de Tula,19.9570,-104.2680,13446
Rionero in Vulture,40.9167,15.6667,13236
Varzea Nova,-11.2589,-40.9419,13470
Saint-Orens-de-Gameville,43.5514,1.5342,12522
Jimboomba,-27.8300,153.0313,13201
Aguilar,37.5167,-4.6500,13398
Rio Casca,-20.2258,-42.6508,13473
Severn,44.7500,-79.5167,13477
Mutterstadt,49.4417,8.3561,12863
Friedland,51.4167,9.9333,13300
Bad Durrheim,48.0167,8.5333,13260
Tenente Portela,-27.3708,-53.7578,13434
Kaspi,41.9250,44.4222,13423
Abre Campo,-20.3008,-42.4778,13444
Harnes,50.4450,2.9058,12324
Les Ponts-de-Ce,47.4244,-0.5253,12811
Wake,34.8028,134.1575,13373
Tirmaigiri,16.7230,79.3374,12899
Wehr,47.6331,7.9042,13098
Pendencias,-5.2600,-36.7219,13432
Bichkunda,18.4000,77.7167,13213
Muisne,0.6100,-80.0200,13393
Wernau,48.6886,9.4222,12324
Pont-Sainte-Maxence,49.3011,2.6036,12601
Brig-Glis,46.3159,7.9876,13109
Rommerskirchen,51.0347,6.6914,13231
San Jacinto del Cauca,8.2497,-74.7200,13426
Chiampo,45.5500,11.2833,12879
Khoyniki,51.9000,29.9667,13439
Itano,34.1442,134.4625,13087
Ruza,55.6989,36.1953,13403
Araruna,-23.9319,-52.4958,13419
San Clemente,15.7167,120.3667,13181
Develi,38.3886,35.4925,13411
Schinnen,50.9428,5.8894,12911
Oboyan,51.2088,36.2637,13413
Dores do Indaia,-19.4628,-45.6019,13427
Akhty,41.4647,47.7400,13405
Inawashiro,37.5578,140.1047,13403
Capaci,38.1667,13.2333,11549
Keerbergen,51.0031,4.6311,12743
Le Relecq-Kerhuon,48.4086,-4.3969,11625
Golyshmanovo,56.3819,68.3715,13424
Calcinaia,43.6835,10.6165,12582
Amilly,47.9731,2.7703,13099
Itapui,-22.2333,-48.7192,13328
Tauberbischofsheim,49.6225,9.6628,13231
El Tabo,-33.4500,-71.6667,13286
Bollnas,61.3484,16.3883,13398
Velilla de San Antonio,40.3667,-3.4833,12543
Aconibe,1.3000,10.9333,13382
Pritzwalk,53.1497,12.1831,13336
Nemours,48.2686,2.6936,13165
Saka,34.3414,132.5139,12611
Mozarlandia,-14.7450,-50.5708,13404
Serrolandia,-11.4158,-40.3019,13373
Espita,21.0128,-88.3047,11551
Qigexingcun,42.0172,86.3027,13352
Plattling,48.7767,12.8736,13043
Shanyincun,37.9151,114.4126,12957
Rosas,2.2600,-76.7400,13302
Kalikiri,13.6333,78.8000,13065
Carapebus,-22.1869,-41.6608,13359
Buchs,47.1656,9.4711,12612
Luis Antonio,-21.5550,-47.7044,13378
Dossenheim,49.4492,8.6722,12515
Gmunden,47.9181,13.7994,13191
Matsushima,38.3736,141.0610,13151
Tahannawt,31.3514,-7.9508,12102
Arara,-6.8278,-35.7578,13355
Veyrier,46.1667,6.1833,11609
Ceuti,38.0789,-1.2722,12199
Paripueira,-9.4650,-35.5519,13252
Paso de los Toros,-32.8181,-56.5064,12985
Zelenodolsk,47.5631,33.6524,13349
Crissiumal,-27.5000,-54.1008,13357
Tachov,49.7954,12.6337,13072
Carpenedolo,45.3654,10.4323,12957
Ubstadt-Weiher,49.1656,8.6250,13033
Eiras,40.2421,-8.4240,12053
Grimstad,58.3405,8.5934,13304
Valdemorillo,40.5017,-4.0667,13245
Varazze,44.3600,8.5766,13113
Santa Marcela,18.2833,121.4333,13317
Shibam,15.9269,48.6267,13316
Soyaniquilpan,19.9892,-99.4361,13290
Santa Filomena,-8.1628,-40.6158,13371
Bozuyuk,39.9078,30.0367,13307
Gueret,46.1706,1.8683,12889
Mogeiro,-7.2989,-35.4789,13317
Joaquin V. Gonzalez,-25.1171,-64.1247,13376
San Jose de Maipo,-33.6333,-70.3667,13376
Besigheim,48.9989,9.1414,12627
Pegnitz,49.7564,11.5450,13244
Jaca,42.5500,-0.5500,13344
Ribeira Brava,32.6722,-17.0639,13375
Sainte-Sophie,45.8200,-73.9000,13375
