city,lat,lng,population
Itagi,-14.1628,-40.0058,13359
Diosd,47.4042,18.9458,11393
Peddakurapadu,16.4833,80.2667,13014
Palombara Sabina,42.0667,12.7667,13200
Cavallino,40.3102,18.2022,12808
Autun,46.9511,4.2986,13157
Plouzane,48.3800,-4.6006,12979
Friesenheim,48.3731,7.8833,13089
Rodental,50.2883,11.0276,13107
Tonosho,35.8372,140.6689,13085
Karakocan,38.9551,40.0375,13353
Wasserburg am Inn,48.0608,12.2333,12691
North Walsham,52.8214,1.3861,12634
Cesky Krumlov,48.8110,14.3152,12788
Yakage,34.6278,133.5872,13218
Cerro Largo,-28.1489,-54.7378,13289
Luderitz,-26.6478,15.1578,12537
Nova Veneza,-28.6369,-49.4978,13309
Kamikawa,36.2139,139.1019,13077
Flitwick,52.0038,-0.4966,12700
Bugugoucun,41.6904,117.4483,13266
Oudenbosch,51.5892,4.5239,12780
Nordestina,-10.8228,-39.4278,13321
Moissac,44.1047,1.0853,13195
Itirucu,-13.5319,-40.1500,13307
Tanagura,37.0297,140.3797,13264
Castiglion Fiorentino,43.3439,11.9189,13228
Bischwiller,48.7664,7.8569,12615
Cowdenbeath,56.1100,-3.3500,11640
Kasumkent,41.6667,48.1333,13232
Bad Salzdetfurth,52.0578,10.0058,13145
Ficarazzi,38.0923,13.4639,13080
Moorreesburg,-33.1500,18.6667,12877
Porto Recanati,43.4299,13.6649,12609
Jitauna,-14.0189,-39.8889,13300
As,50.2240,12.1951,13105
Picana,39.4361,-0.4350,11692
Demerval Lobao,-5.3578,-42.6758,13278
Bombarral,39.2667,-9.1500,13193
Trebaseleghe,45.5833,12.0500,12916
Neustadt,49.5800,10.6089,13121
Chiroqchi,39.0336,66.5739,13220
Al Muzayrib,32.7109,36.0266,12640
Engenheiro Paulo de Frontin,-22.5500,-43.6778,13237
Cremlingen,52.2489,10.6542,13111
Puerto San Martin,-32.7167,-60.7333,13243
Dinklage,52.6622,8.1250,13150
Aubergenville,48.9583,1.8550,11974
Sitio do Mato,-13.0850,-43.4650,13320
Retirolandia,-11.4950,-39.4258,13319
Dalby,-27.1813,151.2661,12719
Berezne,51.0000,26.7500,13285
Reggada,29.5716,-9.6972,13284
Saint-Charles-Borromee,46.0500,-73.4667,13321
Zella-Mehlis,50.6597,10.6669,12863
Fene,43.4667,-8.1667,12832
Capo d'Orlando,38.1500,14.7333,13320
Hullhorst,52.2833,8.6667,13026
Hashikami,40.4525,141.6211,13176
Velen,51.8939,6.9897,13130
Carros,43.7725,7.1933,12489
Nosivka,50.9300,31.5800,13310
Motobu,26.6581,127.8981,13073
Parvomay,42.0956,25.2189,13263
Zandhoven,51.2136,4.6600,12985
Ban Chorakhe Samphan,14.3258,99.8623,13157
Bocholt,51.1722,5.5794,13085
Turbihal,15.7614,76.5964,13034
Portage La Prairie,49.9728,-98.2919,13304
Cocotitlan,19.2167,-98.8500,12142
Ruti,47.2614,8.8556,12098
Wiesmoor,53.4000,7.7333,13141
Kiiminki,65.1333,25.7750,13252
Usumatlan,14.9489,-89.7767,13245
Beyla,8.6870,-8.6570,13204
Borodyanka,50.6439,29.9339,13230
Sendenhorst,51.8439,7.8278,13157
Seravezza,44.0000,10.2333,12962
Cacu,-18.5569,-51.1308,13283
Slobozhanske,48.5342,35.0749,13221
Montegranaro,43.2332,13.6322,12876
Trzebnica,51.3050,17.0614,13161
Chulumani,-16.4102,-67.5255,13204
Calcinato,45.4581,10.4146,12894
Svirsk,53.0833,103.3333,12945
Panjipara,26.1369,88.0132,12376
Comines,50.7611,3.0078,12498
Cairo Montenotte,44.3979,8.2778,13145
Herbrechtingen,48.6253,10.1739,13051
Pontecorvo,41.4626,13.6676,13125
Campo de Criptana,39.4000,-3.1167,13229
Lebedyn,50.5831,34.4823,13247
Manching,48.7186,11.4972,12503
Sarria,42.7833,-7.4167,13257
Novouzensk,50.4500,48.1500,13261
Ulvila,61.4292,21.8750,13237
Shin'onsen,35.6233,134.4492,13213
Esneux,50.5333,5.5667,12889
Mahao,26.8675,108.3267,13151
Gvardeysk,54.6500,21.0667,13227
San Biagio di Callalta,45.6867,12.3815,12996
Serra Azul,-21.3108,-47.5658,13216
El Kansera,34.0419,-5.9272,13209
Bergen,51.5992,6.0336,13140
Sillamae,59.3931,27.7742,12230
Ostringen,49.2194,8.7108,13015
Alto Alegre dos Parecis,-12.1278,-61.8508,13255
Damaishan,24.5038,112.2797,13230
Abrera,41.5165,1.9024,12620
Giporlos,11.1167,125.4500,13117
Apricena,41.7846,15.4436,13174
Beverungen,51.6628,9.3725,13115
Bridgnorth,52.5350,-2.4195,12079
Castelnuovo di Verona,45.4333,10.7667,13137
Erbaa,40.6667,36.5667,13168
Radomir,42.5457,22.9623,13209
Morbegno,46.1333,9.5667,12407
Sabinov,49.1000,21.1000,12700
Plaza Huincul,-38.9338,-69.1987,13172
Ceyu,37.7939,114.0905,13161
Yamato,32.6850,130.9900,13210
Ocna Mures,46.3900,23.8600,13036
Bolintin Vale,44.4472,25.7572,12929
Rossdorf,49.8583,8.7556,12612
Affoltern am Albis,47.2817,8.4502,12080
Raffadali,37.4047,13.5339,12650
Vila Pouca de Aguiar,41.4833,-7.6333,13187
Weilburg,50.4833,8.2500,12990
Vasylivka,47.4344,35.2808,13166
Asjen,34.8500,-5.6167,13139
Agutaya,11.1520,120.9396,12867
La Queue-en-Brie,48.7894,2.5767,11909
Huguan Nongchang,21.2015,110.2459,13074
Monteux,44.0356,4.9972,12875
Somain,50.3575,3.2803,12213
Barsbuttel,53.5667,10.1667,12690
Oroco,-8.6200,-39.6019,13180
Jami,18.0458,83.2664,12732
Ansiao,39.9167,-8.4333,13128
Oncativo,-31.9134,-63.6818,13180
Miranda do Corvo,40.1000,-8.3333,13098
Barrafranca,37.3667,14.2000,12960
Balatonfured,46.9500,17.8833,12923
Jurua,-3.4808,-66.0689,13198
Yzeure,46.5658,3.3544,12899
Belev,53.8000,36.1333,13180
Spilamberto,44.5333,11.0167,12767
Alaverdi,41.1333,44.6500,13000
Tinglayan,17.2833,121.1667,13148
Mazatlan Villa de Flores,18.0167,-96.9167,13097
Manuel Ribas,-24.5158,-51.6678,13169
Krasnozavodsk,56.4381,38.2294,13076
Thames Centre,43.0300,-81.0800,13191
Duvvuru,14.8333,78.6500,12727
Presidente Janio Quadros,-14.6889,-41.6778,13178
Yvetot,49.6169,0.7531,11627
Singuilucan,19.9675,-98.5178,13143
Banos,-1.3964,-78.4247,12995
Abaran,38.2031,-1.4003,13066
Silago,10.5291,125.1618,13116
Uyar,55.8167,94.3167,13167
Gavere,50.9283,3.6611,12769
Wolfhagen,51.3272,9.1709,13059
Sankt Georgen im Schwarzwald,48.1247,8.3308,12958
Pacatuba,-10.4528,-36.6508,13137
Venkatagirikota,13.0000,78.5000,12803
Barentin,49.5444,0.9536,12211
Agdangan,13.8758,121.9122,12764
Tracunhaem,-7.8050,-35.2400,13055
Terrasini Favarotta,38.1500,13.0833,12535
Sao Joao do Araguaia,-5.3578,-48.7908,13155
Stezzano,45.6508,9.6528,13112
Velykodolynske,46.3425,30.5653,13036
Mississippi Mills,45.2167,-76.2000,13163
Kumarkhali,22.3598,88.7990,12021
Bonyhad,46.3000,18.5300,12982
Schleiden,50.5331,6.4667,13053
Spreitenbach,47.4181,8.3661,11788
Monteprandone,42.9203,13.8355,12678
Domahani,23.7569,87.0256,12480
Zabaykalsk,49.6514,117.3269,13154
Powell River,49.8353,-124.5247,13157
Sete Barras,-24.3878,-47.9258,13144
Adi Keyh,14.8333,39.3667,13061
Waltershausen,50.8975,10.5558,12973
Brenes,37.5500,-5.8667,12581
L'Union,43.6564,1.4844,11458
South Glengarry,45.2000,-74.5833,13150
Petushki,55.9333,39.4667,13112
Adygeysk,44.8800,39.1900,12745
Noeux-les-Mines,50.4797,2.6647,11813
Culaba,11.6578,124.5425,12972
Mettet,50.3192,4.6569,13037
Hajdusamson,47.6000,21.7667,12961
Bedburg,51.7667,6.1833,12933
Sali,26.9833,-0.0333,13138
Santa Maria a Monte,43.7000,10.6833,13061
Qulan,42.9204,72.7050,13128
Tapiratiba,-21.4678,-46.7489,13076
Strunino,56.3733,38.5850,13094
North Perth,43.7300,-80.9500,13130
Kaspiyskiy,45.3833,47.3667,13125
Gurgunta,16.2875,76.6319,12898
Argentona,41.5558,2.4025,12629
Piratininga,-22.4128,-49.1350,13093
Teror,28.0590,-15.5476,12634
Honggu,36.2930,102.9575,12700
Seclin,50.5483,3.0294,12410
Uarini,-2.9900,-65.1078,13121
Strand,59.0633,6.0278,13070
Nartan,43.5000,43.7000,12813
Sagay,9.1167,124.7167,12826
Mercier,45.3200,-73.7500,13115
Milha,-5.6750,-39.1939,13086
Guillena,37.5333,-6.0500,13054
Ocana,39.9569,-3.4967,13023
South Stormont,45.0833,-74.9667,13110
Governador Celso Ramos,-27.3150,-48.5589,12999
Aubenas,44.6197,4.3903,12253
Lokapur,16.1656,75.3660,12790
Leonforte,37.6500,14.4000,13106
Ksar Sghir,35.8419,-5.5586,12997
Scheessel,53.1706,9.4831,13014
Barssel,53.1703,7.7467,12946
Ban Bang Lamung,13.0470,100.9289,11324
Villecresnes,48.7214,2.5342,11119
Arcachon,44.6586,-1.1689,11567
Chos Malal,-37.3833,-70.2667,13092
Gumani,9.4500,-0.7667,12506
Wickede,51.4964,7.8658,12595
Song Phi Nong,14.2306,100.0389,12926
Oftersheim,49.3706,8.5847,12140
Monte Belo,-21.3258,-46.3678,13061
Olfen,51.7086,7.3800,12846
Kushk,32.6425,51.4997,11264
Tonosho,34.4861,134.1858,12915
Lawaan,11.1500,125.3000,13003
Sarrebourg,48.7347,7.0539,12331
Macara,-4.3833,-79.9500,13035
Cusset,46.1344,3.4564,12685
Noceto,44.8167,10.1833,12919
Bagnolo Mella,45.4300,10.1854,12677
Burgos,17.3333,120.5000,12793
Saint-Colomban,45.7300,-74.1300,13080
Claye-Souilly,48.9450,2.6867,12264
Colesberg,-30.7167,25.1000,12423
Pingtiancun,25.2225,114.6252,12955
Nova Londrina,-22.7658,-52.9850,13067
Herzberg am Harz,51.6556,10.3394,12889
Treuchtlingen,48.9553,10.9094,12942
Celakovice,50.1605,14.7501,12293
Chernigovka,44.3333,132.5667,13046
Frecheirinha,-3.7600,-40.8158,12991
Alovera,40.5967,-3.2481,13051
Mirabela,-16.2628,-44.1639,13042
Stolin,51.8897,26.8507,13038
Kharar,22.7000,87.6800,12118
Hersbruck,49.5081,11.4328,12512
Battulapalle,14.5167,77.7833,12697
Tetiiv,49.3708,29.6900,13015
Auriol,43.3694,5.6314,12771
Vieira do Minho,41.6333,-8.1333,12997
Rothenbach an der Pegnitz,49.4847,11.2475,12203
Lacombe,52.4683,-113.7369,13057
Kaji,26.0249,102.7873,13005
Alcacer do Sal,38.3725,-8.5133,13046
Campiglia Marittima,43.0667,10.6167,13018
Sebt Bni Garfett,35.2500,-5.8333,12994
La Chapelle-Saint-Luc,48.3119,4.0444,11913
Sideropolis,-28.5978,-49.4239,12998
Santo Stino di Livenza,45.7333,12.6833,12855
Boortmeerbeek,50.9833,4.5667,12379
Parigi,13.8929,77.4598,12614
Bryn,53.4990,-2.6570,11662
Aberystwyth,52.4140,-4.0810,12250
Kotra,22.7062,88.5411,11615
Palleja,41.4242,1.9978,11636
Shahr-e Herat,30.0542,54.3731,13032
Ottersberg,53.1000,9.1500,12905
Tabocas do Brejo Velho,-12.7058,-44.0069,13025
Mudhol,18.9667,77.9167,12777
Warwick,-28.2152,152.0352,12222
Gartringen,48.6408,8.9006,12417
Solofra,40.8333,14.8500,12470
Bolongongo,-8.4667,15.2500,13019
Mambore,-24.3189,-52.5300,13014
Ban Tat,17.2791,102.8022,12760
Oulad Rahmoun,32.3278,-6.5006,12720
Anolaima,4.7633,-74.4647,12911
Shiwan,37.4786,109.4230,12942
Morungaba,-22.8800,-46.7917,12934
Maktar,35.8500,9.2000,12942
Bonneville,46.0789,6.4008,12557
Castellbisbal,41.4767,1.9822,12610
Trezzo sull'Adda,45.6000,9.5167,12090
Graulhet,43.7608,1.9886,12789
Bni Khloug,32.6500,-7.3833,12930
Wanderley,-12.1200,-43.8878,13008
Galashiels,55.6194,-2.8033,13000
Kanel,15.4833,-13.1667,12975
Sirur,16.0965,75.7858,12623
Santa Luzia do Itanhy,-11.3508,-37.4478,12969
Notodden,59.5617,9.2658,12994
Divnoye,45.9153,43.3478,12998
Karapinar,37.7147,33.5508,12989
Upanema,-5.6419,-37.2578,12992
Kesabpur,22.9700,88.2600,12073
Amboise,47.4114,0.9825,12693
Bou Adel,34.5428,-4.5075,12684
Guisser,32.7721,-7.4942,12289
Bahce,37.2039,36.5825,12917
Sooke,48.3761,-123.7378,13001
Bruay-sur-l'Escaut,50.3983,3.5394,11311
Chaiyo,14.6666,100.4702,12710
Marianske Lazne,49.9647,12.7012,12752
Kaufungen,51.2811,9.6186,12519
Haselunne,52.6667,7.4667,12914
Rozhyshche,50.9131,25.2700,12953
Teutschenthal,51.4500,11.8000,12850
Brzeg Dolny,51.2708,16.7208,12816
Mercogliano,40.9231,14.7428,12369
Perez,14.1833,121.9333,12767
Tapilula,17.2536,-93.0093,12887
Nagar,24.0914,87.9888,11882
Motkur,17.4500,79.2667,12616
Piketberg,-32.9000,18.7667,12075
Franeker,53.1875,5.5400,12781
Borgosesia,45.7169,8.2764,12676
Conceicao do Rio Verde,-21.8808,-45.0850,12949
Itayanagi,40.6961,140.4575,12681
Gornyak,51.0000,81.4667,12972
Damarcherla,16.7269,79.6369,12710
Montecorvino Rovella,40.7000,14.9833,12682
Licinio de Almeida,-14.6819,-42.5078,12966
Peissenberg,47.7950,11.0603,12595
Pianiga,45.4583,12.0080,12363
Dawson Creek,55.7606,-120.2356,12978
Schongau,47.8167,10.9000,12396
Idil,37.3347,41.8894,12905
Maravilla Tenejapa,16.1333,-91.2833,12945
Palmital,-24.8928,-52.2028,12960
Yavoriv,49.9469,23.3931,12888
Anderlues,50.4080,4.2696,12254
Tarnos,43.5406,-1.4614,12498
Tashi,34.4977,106.5281,12904
Arluno,45.5000,8.9333,12000
Triel-sur-Seine,48.9808,2.0061,12081
Grave,51.7592,5.7383,12483
Monte San Giovanni Campano,41.6333,13.5167,12706
Syston,52.7000,-1.0800,12804
Santiago,9.8291,-84.3044,12600
Lipari,38.4673,14.9554,12819
Cantagalo,-25.3739,-52.1258,12952
Sulingen,52.6667,8.8000,12842
Yuza,39.0158,139.9292,12895
Herk-de-Stad,50.9406,5.1672,12661
Ribeirao do Pinhal,-23.4167,-50.3500,12948
Mogocha,53.7333,119.7667,12953
Lucena,-6.9000,-34.8689,12804
Rushall,52.6110,-1.9570,11871
Misaki,34.9978,133.9583,12889
Santo Nino,11.9263,124.4492,12519
Japoata,-10.3469,-36.8008,12938
Vocklabruck,48.0086,13.6558,12179
Balbalan,17.4500,121.1500,12914
Ares,-6.1939,-35.1600,12924
Ibaretama,-4.8039,-38.7528,12922
Ribeirao Bonito,-22.0669,-48.1758,12909
Mar de Espanha,-21.8669,-43.0100,12901
Kapelle,51.5000,3.9500,12785
De Haan,51.2731,3.0336,12635
Castel Goffredo,45.2981,10.4750,12633
El Qaa,34.3436,36.4756,12000
Takamori,35.5514,137.8786,12650
Gerpinnes,50.3369,4.5283,12660
Rivarolo Canavese,45.3333,7.7167,12539
Brzeziny,51.8000,19.7500,12501
Zhongling,28.9391,107.7073,12845
Lake Country,50.0833,-119.4142,12922
Vel'ky Krtis,48.2150,19.3381,12115
Ban Laem,13.2168,99.9767,12541
Pfarrkirchen,48.4419,12.9443,12677
Kaviti,19.0167,84.6833,11984
Chilca,-12.5196,-76.7400,12884
Asahi,35.0342,136.6644,11070
Olen,51.1439,4.8597,12381
Sim,54.9931,57.6983,12893
Santa Margarita,39.7033,3.1036,12767
Kaeng Khoi,14.5864,100.9967,12752
Dorog,47.7194,18.7292,11883
Madugula,17.9167,82.8000,12704
Avrig,45.7081,24.4000,12815
Brwinow,52.1417,20.7167,11743
Ergolding,48.5833,12.1667,12571
Frutillar,-41.1258,-73.0605,12876
Sungurlu,40.1610,34.3770,12886
Albatera,38.1786,-0.8681,12714
Uruoca,-3.3139,-40.5569,12883
Trent Hills,44.3142,-77.8514,12900
Tomar do Geru,-11.3728,-37.8408,12855
Malaryta,51.7972,24.0808,12883
Mockern,52.1406,11.9525,12874
Tizgane,35.4136,-5.0694,12773
Lubaczow,50.1556,23.1230,12415
Le Chambon-Feugerolles,45.3961,4.3250,12200
Puren,-38.0167,-73.0833,12868
Kilindoni,-7.9163,39.6500,12409
Vyazemskiy,47.5333,134.7500,12889
Maglod,47.4439,19.3525,12341
Pilar,10.8070,124.5650,12506
Weinsberg,49.1519,9.2858,12336
Kasba Tanora,32.4750,-6.1497,12783
Tierra Amarilla,-27.4667,-70.2667,12888
Sainte-Marie,46.4500,-71.0333,12889
Beelitz,52.2333,12.9667,12818
Arrigorriaga,43.2078,-2.8861,12140
Brugg,47.4864,8.2083,11129
Bassersdorf,47.4431,8.6283,11593
Hemsbach,49.5903,8.6564,11968
Laarne,51.0292,3.8519,12487
Varzaneh,32.4194,52.6481,12714
Karvetnagar,13.4167,79.4500,12031
Surkhakhi,43.1875,44.9019,12734
Novhorod-Siverskyi,51.9833,33.2667,12862
Bad Doberan,54.1069,11.9053,12491
Pebberu,16.2167,77.9833,12289
Antonio Prado,-28.8578,-51.2828,12833
Choro,-4.8428,-39.1408,12853
Chiquimulilla,14.0858,-90.3822,12842
Arhribs,36.8022,4.3227,12474
Grumo Appula,41.0167,16.7000,12710
Chiatura,42.2903,43.2819,12803
Oxapampa,-10.5800,-75.4000,12826
Magsaysay,10.8667,121.0500,12603
Costa de Caparica,38.6446,-9.2356,11707
Cuisnahuat,13.6333,-89.6000,12676
Pittalavanipalem,15.9806,80.6347,12036
Guelph/Eramosa,43.6300,-80.2200,12854
Betma,22.6800,75.6200,12529
Berkovitsa,43.2371,23.1251,12821
Mericourt,50.4022,2.8658,11346
Zaragoza,28.4869,-100.9175,11150
Pola de Laviana,43.2358,-5.5563,12754
Nong Khae,14.3352,100.8727,12336
Gibraleon,37.3753,-6.9694,12810
Sala Consilina,40.4000,15.6000,12636
Locri,38.2333,16.2667,12367
Voerendaal,50.8833,5.9167,12452
Neuhausen auf den Fildern,48.6844,9.2744,11893
Bretzfeld,49.1833,9.4333,12651
Samashki,43.2906,45.3014,12738
Flexeiras,-9.2728,-35.7150,12807
Santa Rosa de Calamuchita,-32.0667,-64.5333,12830
Ifs,49.1383,-0.3531,11567
Kriftel,50.0828,8.4667,11188
Raismes,50.3892,3.4858,12468
Bershad,48.3728,29.5325,12795
Syasstroy,60.1369,32.5614,12824
Jaromer,50.3562,15.9214,12324
Ivai,-25.0108,-50.8589,12815
Mora,61.0096,14.5635,12826
Limburgerhof,49.4222,8.3919,11549
Francofonte,37.2333,14.8833,12661
Salobrena,36.7467,-3.5869,12472
Plan-de-Cuques,43.3469,5.4631,11481
Peligros,37.2333,-3.6333,11544
Los Lagos,-39.8500,-72.8333,12813
Ujfeherto,47.8000,21.6833,12736
Gyomaendrod,46.9361,20.8233,12784
Brignais,45.6739,4.7542,11697
Truro,45.3647,-63.2800,12826
Diebougou,10.9667,-3.2500,12732
Steinheim,51.8658,9.0944,12657
Amos,48.5667,-78.1167,12823
Figline Valdarno,43.6167,11.4667,12646
Karedu,15.1833,80.0667,12573
Souakene,35.1167,-5.9500,12632
Miraima,-3.5689,-39.9700,12800
Dubak,18.1914,78.6783,12349
Perehinske,48.8103,24.1819,12762
Krupka,50.6846,13.8583,12547
Pecica,46.1700,21.0700,12762
Nova Ponte,-19.1983,-47.7272,12812
Provins,48.5589,3.2994,12000
Gorokhovets,56.2028,42.6925,12799
Jilava,44.3333,26.0833,12223
Hajduhadhaz,47.6833,21.6667,12669
Kortemark,51.0286,3.0444,12584
Si Mustapha,36.7247,3.6153,12087
Rosario del Tala,-32.3008,-59.1389,12801
Teroual,34.6745,-5.2733,12621
Taldom,56.7333,37.5333,12777
Simeria,45.8500,23.0100,12556
The Nation / La Nation,45.3500,-75.0333,12808
Hvardiiske,45.1142,34.0142,12711
Bohmte,52.3667,8.3167,12689
Pichilemu,-34.3851,-72.0049,12776
Ban Muang Ngam,7.3536,100.4898,12084
Oulad Ouchchih,35.0939,-5.9453,12608
San Vicente,14.1000,122.8667,12579
Suzu,37.4364,137.2603,12746
Tenango del Aire,19.1575,-98.8581,12470
Mikashevichy,52.2167,27.4667,12771
Sankt Veit an der Glan,46.7667,14.3603,12547
Maizieres-les-Metz,49.2122,6.1611,11490
Porecatu,-22.7558,-51.3789,12748
Burj al `Arab,30.9167,29.5333,12625
Fontanafredda,45.9667,12.5667,12521
Ashibetsu,43.5183,142.1894,12775
Wachtersbach,50.2667,9.3000,12542
Novi Pazar,43.3476,27.1981,12742
L'Isle-Adam,49.1111,2.2228,11986
Linnich,50.9789,6.2678,12593
Hadamar,50.4500,8.0500,12480
Kalyazin,57.2333,37.8500,12770
Laamarna,31.8944,-8.9842,12717
Santa Ana de Yacuma,-13.7444,-65.4269,12783
Sao Sebastiao do Uatuma,-2.5719,-57.8708,12781
San Francisco de Mostazal,-33.9799,-70.7122,12719
Stupava,48.2833,17.0333,12595
Kanra,36.2431,138.9219,12567
Tacaimbo,-8.3158,-36.2928,12725
Malmedy,50.4167,6.0167,12654
Diari,9.8452,-0.8655,12666
Novo Lino,-8.9150,-35.6469,12764
Valverde del Camino,37.5667,-6.7500,12714
Rognac,43.4878,5.2322,12080
Santiago Amoltepec,16.6167,-97.5000,12683
Iferhounene,36.5338,4.3701,12460
Saint-Jean,43.6653,1.5050,10929
Knowsley,53.4498,-2.8501,11343
Savalgi,16.6710,75.3515,12506
Berja,36.8453,-2.9469,12708
Florange,49.3214,6.1183,11864
Saude,-10.9408,-40.4178,12739
Los Hidalgos,19.7300,-71.0300,12639
Zag,28.0167,-9.3333,12763
Tepetzintla,19.9667,-97.8333,11622
Mineiros do Tiete,-22.4089,-48.4508,12700
Joanopolis,-22.9303,-46.2756,12725
Sant'Agata di Militello,38.0667,14.6333,12393
Ingersoll,43.0392,-80.8836,12757
Avanhandava,-21.4608,-49.9497,12719
Kyotamba,35.1644,135.4233,12714
Rio Vermelho,-18.2939,-43.0089,12739
Olintla,20.1000,-97.6833,11517
Muswellbrook,-32.2654,150.8885,12075
San Salvador,-31.6167,-58.5000,12733
Steinheim am der Murr,48.9667,9.2833,12220
Brunsbuttel,53.8964,9.1386,12554
Lamballe,48.4686,-2.5178,12579
Shirataka,38.1831,140.0986,12663
Yemva,62.5833,50.8500,12736
Snezhnogorsk,69.1942,33.2331,12642
Qiaotouba,33.8116,104.8493,12649
Vrchlabi,50.6270,15.6095,12289
Kucove,40.8039,19.9144,12654
Sinalunga,43.2167,11.7333,12573
Ban Bang Non,9.9923,98.6507,12466
Altavilla Vicentina,45.5164,11.4597,12013
Canet-en-Roussillon,42.7056,3.0072,12186
Pidigan,17.5703,120.5893,12475
Librazhd-Qender,41.1969,20.3356,12691
Paullo,45.4167,9.4000,11429
Gundugolanu,16.7833,81.2333,11895
Dongyuancun,28.3170,120.2316,12572
Anao,15.7304,120.6264,12208
Sagopshi,43.4806,44.5897,12614
Alat,39.9483,49.4067,12600
Ocotepec,17.2191,-93.1724,12508
Ounagha,31.5336,-9.5536,12461
Zofingen,47.2884,7.9475,11655
Los Santos,6.7561,-73.1022,12648
Derventa,44.9800,17.9100,12680
Albertirsa,47.2400,19.6067,12532
Khasanya,43.4333,43.5750,10829
Gangelt,50.9831,6.0000,12446
Chok Chai,14.7284,102.1652,12568
Andernos-les-Bains,44.7425,-1.0903,12096
Saint-Esteve,42.7133,2.8419,11697
Vardenis,40.1806,45.7200,12363
Kankon,15.0109,74.0363,12434
Bad Urach,48.4932,9.3989,12472
Winterberg,51.1950,8.5300,12611
Beaconsfield,51.6009,-0.6347,12081
Mwingi,-0.9296,38.0700,11219
Dorado,18.4657,-66.2724,12695
Olgiate Comasco,45.7833,8.9667,11633
San Miguel de Salcedo,-1.0500,-78.5833,12488
Leibnitz,46.7831,15.5450,12176
Horndean,50.9136,-0.9961,12639
Pieve di Soligo,45.8833,12.1667,12057
Ait Youssef Ou Ali,31.9833,-5.7833,12673
Gaimersheim,48.8167,11.3667,12158
Arroio do Tigre,-29.3328,-53.0928,12648
Ban Tom Klang,19.1961,99.8378,12586
Ataleia,-18.0439,-41.1100,12678
Zawiat Moulay Brahim,31.2858,-7.9656,11813
Hungen,50.4731,8.8996,12538
Milovice,50.2260,14.8887,12249
Chamarru,16.6500,80.1333,12232
Blaubeuren,48.4119,9.7850,12521
Orzinuovi,45.4000,9.9333,12419
Kamianka-Dniprovska,47.4792,34.4232,12638
Hattem,52.4744,6.0697,12173
Pionerskiy,54.9500,20.2167,11312
Kasaishi,37.2528,140.3436,12282
Bni Drar,34.8281,-1.9936,10934
Alpen,51.5750,6.5125,12463
Ronchi dei Legionari,45.8333,13.5000,11971
Shilka,51.8500,116.0333,12663
Capul,12.4230,124.1820,12323
Fonsorbes,43.5361,1.2311,12036
Kantang,7.4067,99.5150,12533
Cidreira,-30.1608,-50.2339,12668
Chaval,-3.0339,-41.2439,12615
Buenos Aires,-7.7258,-35.3269,12537
Winkler,49.1817,-97.9397,12660
Fehmarnsund,54.4454,11.1702,12592
Chauny,49.6156,3.2192,11773
Beniel,38.0464,-1.0014,11508
Avigliana,45.0794,7.3961,12599
Wetaskiwin,52.9694,-113.3769,12655
Villafranca de los Barros,38.5667,-6.3333,12534
Shchastia,48.7381,39.2311,12629
Erkner,52.4167,13.7500,11935
Cambuquira,-21.8583,-45.2911,12602
El Adjiba,36.3333,4.1500,12486
Emiliano Zapata,19.6500,-98.5500,12309
Oissel,49.3419,1.0914,12102
Anzola dell'Emilia,44.5472,11.1956,12310
Baykalsk,51.5172,104.1561,12629
Lauenburg,53.3758,10.5589,11444
Saltcoats,55.6352,-4.7896,12640
Niefern-Oschelbronn,48.9164,8.7842,12089
Tagoloan,8.1092,124.4392,12602
Santa Barbara de Pinto,9.4353,-74.7017,12610
Kawamata,37.6650,140.5983,12537
Miranorte,-9.5289,-48.5900,12623
Kalajoki,64.2597,23.9486,12621
Xiaping,33.4047,106.0525,12496
Bayona,42.1178,-8.8506,12286
Alanya,36.5436,31.9997,12436
Rochefort,50.1590,5.2218,12554
Junin de los Andes,-39.9506,-71.0694,12621
Zonnebeke,50.8667,2.9833,12445
